time_step,workpiece_id,step_idx,production_workcell,actual_quality,state,qc,consent,winner_qc_list,score,qc_results,production_time,transport_time,inspection_time,network_time,in_winner_counter,in_qc_counter,score_error,qc_score,qc_capability
1.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
2.0,wp_1,1.0,wc_1,"{'Pass': 25, 'Fail': 75}",['Fail'],,,,,,52.0,,,,,,,,
55.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
55.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
56.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.75)]",0.75,['Fail'],,,32.0,0.002518,0.0,0.0,-0.75,0.75,0.7
89.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
90.0,wp_1,1.0,,,,wc_2,0.0,"[('wc_1', 0.75)]",0.75,['Fail'],,,37.0,0.004337000000000001,0.0,0.0,-0.23,0.23,0.1
128.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
129.0,wp_1,1.0,,,,wc_3,0.0,"[('wc_1', 0.75)]",0.75,['Fail'],,,25.0,0.01255,0.0,0.0,-0.17,0.17,0.1
155.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
88.0,wp_2,1.0,wc_1,"{'Pass': 28, 'Fail': 72}",['Fail'],,,,,,77.0,,,,,,,,
166.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
166.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
167.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.75)]",0.75,['Pass'],,,25.0,0.002287,0.0,0.0,-0.75,0.75,0.7
193.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
156.0,wp_1,1.0,,,,wc_4,0.0,"[('wc_4', 0.65), ('wc_1', 0.75)]",0.9125,['Fail'],,,38.0,0.008849,0.0,0.0,-0.65,0.65,0.7
195.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
196.0,wp_1,1.0,,,,wc_5,1.0,"[('wc_5', 0.8), ('wc_1', 0.75), ('wc_4', 0.65)]",0.9825,['Fail'],,,31.0,0.041717,1.0,1.0,0.19999999999999996,0.8,0.8
194.0,wp_2,1.0,,,,wc_2,0.0,"[('wc_2', 0.23), ('wc_1', 0.75)]",0.8075,['Pass'],,,34.0,0.005193,0.0,1.0,-0.23,0.23,0.1
229.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
230.0,wp_2,1.0,,,,wc_3,0.0,"[('wc_1', 0.75), ('wc_2', 0.23)]",0.8075,['Pass'],,,28.0,0.008128,0.0,1.0,-0.17,0.17,0.1
259.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
192.0,wp_3,1.0,wc_1,"{'Pass': 43, 'Fail': 57}",['Fail'],,,,,,78.0,,,,,,,,
271.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
271.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
260.0,wp_2,1.0,,,,wc_4,0.0,"[('wc_1', 0.75), ('wc_2', 0.23)]",0.8075,['Pass'],,,21.0,0.007456000000000001,1.0,1.0,0.35,0.65,0.7
282.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
272.0,wp_3,1.0,,,,wc_1,0.0,"[('wc_1', 0.75)]",0.75,['Fail'],,,28.0,0.002386,1.0,1.0,0.25,0.75,0.7
301.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
283.0,wp_2,1.0,,,,wc_5,1.0,"[('wc_5', 0.8), ('wc_3', 0.17), ('wc_4', 0.65)]",0.9419000000000001,['Fail'],,,21.0,0.04318799999999999,2.0,2.0,0.19999999999999996,0.8,0.8
302.0,wp_3,1.0,,,,wc_2,0.0,"[('wc_1', 0.75)]",0.75,['Fail'],,,25.0,0.0042120000000000005,0.0,2.0,-0.23,0.23,0.1
328.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
329.0,wp_3,1.0,,,,wc_3,0.0,"[('wc_3', 0.17), ('wc_1', 0.75)]",0.7925,['Fail'],,,30.0,0.010065,1.0,2.0,0.32999999999999996,0.17,0.1
300.0,wp_4,1.0,wc_1,"{'Pass': 5, 'Fail': 95}",['Fail'],,,,,,59.0,,,,,,,,
360.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
360.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
360.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
361.0,wp_4,1.0,,,,wc_1,0.0,"[('wc_1', 0.75)]",0.75,['Fail'],,,25.0,0.00215,1.0,2.0,-0.25,0.75,0.7
387.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
361.0,wp_3,1.0,,,,wc_4,1.0,"[('wc_4', 0.65), ('wc_1', 0.75), ('wc_3', 0.17)]",0.9273750000000001,['Fail'],,,27.0,0.042103,3.0,3.0,0.35,0.65,0.7
388.0,wp_4,1.0,,,,wc_2,0.0,"[('wc_1', 0.75)]",0.75,['Fail'],,,27.0,0.005365,0.0,3.0,-0.23,0.23,0.1
416.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
386.0,wp_5,1.0,wc_1,"{'Pass': 70, 'Fail': 30}",['Pass'],,,,,,68.0,,,,,,,,
455.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
456.0,wp_1,1.0,,,,,,,,,,41.0,,,,,,,
417.0,wp_4,1.0,,,,wc_3,0.0,"[('wc_1', 0.75)]",0.75,['Fail'],,,39.0,0.006253999999999999,2.0,3.0,0.4966666666666666,0.17,0.1
457.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
458.0,wp_4,1.0,,,,wc_4,0.0,"[('wc_4', 0.65), ('wc_1', 0.75)]",0.9125,['Fail'],,,24.0,0.015105,3.0,3.0,0.35,0.65,0.7
483.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
456.0,wp_5,1.0,,,,wc_1,0.0,"[('wc_1', 0.75)]",0.75,['Pass'],,,35.0,0.002213,2.0,3.0,-0.08333333333333337,0.75,0.7
492.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
484.0,wp_4,1.0,,,,wc_5,1.0,"[('wc_5', 0.8), ('wc_1', 0.75), ('wc_4', 0.65)]",0.9825,['Fail'],,,27.0,0.05341199999999999,3.0,4.0,-0.050000000000000044,0.8,0.8
493.0,wp_5,1.0,,,,wc_2,0.0,"[('wc_2', 0.23), ('wc_1', 0.75)]",0.8075,['Pass'],,,34.0,0.0041069999999999995,0.0,4.0,-0.23,0.23,0.1
528.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
529.0,wp_5,1.0,,,,wc_3,0.0,"[('wc_3', 0.17), ('wc_1', 0.75), ('wc_2', 0.23)]",0.840225,['Pass'],,,23.0,0.011446999999999999,2.0,4.0,0.32999999999999996,0.17,0.1
553.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
497.0,wp_1,1.0,wc_1,"{'Pass': 69, 'Fail': 31}",['Pass'],,,,,,61.0,,,,,,,,
559.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
559.0,wp_2,1.0,,,,,,,,,,41.0,,,,,,,
554.0,wp_5,1.0,,,,wc_4,1.0,"[('wc_4', 0.65), ('wc_1', 0.75), ('wc_2', 0.23), ('wc_3', 0.17)]",0.94407875,['Pass'],,,26.0,0.041233,5.0,5.0,0.35,0.65,0.7
582.0,wp_5,2.0,,,,,,,,,,81.0,,,,,,,
560.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.75)]",0.75,['Pass'],,,28.0,0.002274,4.0,5.0,0.050000000000000044,0.75,0.7
589.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
590.0,wp_1,1.0,,,,wc_2,0.0,"[('wc_2', 0.23), ('wc_1', 0.75)]",0.8075,['Pass'],,,36.0,0.004174,1.0,5.0,-0.03,0.23,0.1
627.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
628.0,wp_1,1.0,,,,wc_3,0.0,"[('wc_1', 0.75), ('wc_2', 0.23)]",0.8075,['Pass'],,,38.0,0.008078,3.0,5.0,0.42999999999999994,0.17,0.1
667.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
600.0,wp_2,1.0,wc_1,"{'Pass': 0, 'Fail': 100}",['Fail'],,,,,,73.0,,,,,,,,
674.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
674.0,wp_3,1.0,,,,,,,,,,61.0,,,,,,,
668.0,wp_1,1.0,,,,wc_4,1.0,"[('wc_4', 0.65), ('wc_1', 0.75), ('wc_2', 0.23)]",0.932625,['Pass'],,,26.0,0.036086,6.0,6.0,0.35,0.65,0.7
696.0,wp_1,3.0,,,,,,,,,,103.0,,,,,,,
675.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.75)]",0.75,['Fail'],,,24.0,0.004265,5.0,6.0,0.08333333333333337,0.75,0.7
700.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
744.0,wp_2,1.0,,,,wc_2,0.0,"[('wc_1', 0.75)]",0.75,['Fail'],,,20.0,0.004025,2.0,6.0,0.1033333333333333,0.23,0.1
684.0,wp_5,2.0,wc_2,"{'Pass': 34, 'Fail': 66}",['Fail'],,,,,,80.0,,,,,,,,
765.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
765.0,wp_5,2.0,,,,,,,,,,0.0,,,,,,,
