production_index,step_idx,production_workcell,qc,consent,winner_qc_list,score,production_time,transport_time,inspection_time,network_time,qc_results,actual_quality,qc_score,score_error,in_winner_counter,in_qc_counter,qc_capability
4.0,1.0,wc_1,,0.0,,,51.0,,,,,Pass,,,,,
4.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
4.0,1.0,wc_1,wc_1,0.0,"[('wc_1', 0.1)]",0.09999999999999998,,,34.0,0.003519,['Pass'],Pass,0.1,0.051515151515151514,0.0,0.0,0.1
4.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
4.0,1.0,wc_1,wc_2,0.0,"[('wc_2', 0.9)]",0.9,,,20.0,0.004937,['Fail'],Pass,0.9,-0.6575757575757576,0.0,0.0,0.9
4.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
4.0,1.0,wc_1,wc_3,0.0,"[('wc_2', 0.9)]",0.9,,,39.0,0.005978,['Fail'],Pass,0.5,-0.19696969696969696,0.0,0.0,0.5
4.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
4.0,1.0,wc_1,wc_4,0.0,"[('wc_2', 0.9)]",0.9,,,32.0,0.010515,['Fail'],Pass,0.7,-0.5125,0.0,0.0,0.7
4.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
4.0,1.0,wc_1,wc_5,1.0,"[('wc_5', 0.7), ('wc_1', 0.1), ('wc_3', 0.5), ('wc_4', 0.7)]",0.9595,,,36.0,0.04122,['Pass'],Pass,0.7,-0.42727272727272725,0.0,0.0,0.7
8.0,2.0,wc_2,,0.0,,,,61.0,,,,Pass,,,,,
8.0,2.0,wc_2,,0.0,,,75.0,,,,,Pass,,,,,
8.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass,,,,,
8.0,2.0,wc_2,wc_2,0.0,"[('wc_2', 0.9)]",0.9,,,23.0,0.002434,['Pass'],Pass,0.9,-0.9,0.0,1.0,0.9
8.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass,,,,,
8.0,2.0,wc_2,wc_3,0.0,"[('wc_3', 0.5), ('wc_2', 0.9)]",0.95,,,32.0,0.0049949999999999994,['Pass'],Pass,0.5,0.5,1.0,1.0,0.5
8.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass,,,,,
8.0,2.0,wc_2,wc_4,0.0,"[('wc_4', 0.7), ('wc_2', 0.9), ('wc_3', 0.5)]",0.985,,,24.0,0.005805,['Pass'],Pass,0.7,0.30000000000000004,1.0,1.0,0.7
8.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass,,,,,
8.0,2.0,wc_2,wc_5,1.0,"[('wc_5', 0.7), ('wc_2', 0.9), ('wc_3', 0.5), ('wc_4', 0.7)]",0.9955,,,25.0,0.037957,['Pass'],Pass,0.7,0.30000000000000004,1.0,1.0,0.7
12.0,4.0,wc_4,,0.0,,,,103.0,,,,Fail,,,,,
12.0,4.0,wc_4,,0.0,,,57.0,,,,,Fail,,,,,
12.0,4.0,wc_4,,0.0,,,,0.0,,,,Fail,,,,,
12.0,4.0,wc_4,wc_4,0.0,"[('wc_4', 0.7)]",0.7,,,22.0,0.002234,['Fail'],Fail,0.7,0.30000000000000004,2.0,2.0,0.7
12.0,4.0,wc_4,,0.0,,,,0.0,,,,Fail,,,,,
12.0,4.0,wc_4,wc_5,0.0,"[('wc_5', 0.7), ('wc_4', 0.7)]",0.9099999999999999,,,38.0,0.003936,['Fail'],Fail,0.7,0.30000000000000004,1.0,1.0,0.7
12.0,4.0,wc_4,,0.0,,,,41.0,,,,Fail,,,,,
12.0,4.0,wc_4,wc_1,0.0,"[('wc_4', 0.7), ('wc_5', 0.7)]",0.9099999999999999,,,20.0,0.006435,['Fail'],Fail,0.1,0.4,1.0,2.0,0.1
