production_index,step_idx,production_workcell,qc,consent,winner_qc_list,score,production_time,transport_time,inspection_time,network_time,qc_results,actual_quality
6.0,1.0,wc_1,,0.0,,,51.0,,,,,Pass
6.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
6.0,1.0,wc_1,wc_1,0.0,"[('wc_1', 1)]",1.0,,,29.0,0.002065,['Pass'],Pass
6.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
6.0,1.0,wc_1,wc_2,0.0,"[('wc_2', 1), ('wc_1', 1)]",2.0,,,35.0,0.004141,['Pass'],Pass
6.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
6.0,1.0,wc_1,wc_3,1.0,"[('wc_3', 1), ('wc_1', 1), ('wc_2', 1)]",3.0,,,35.0,0.040141,['Pass'],Pass
8.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass
8.0,3.0,wc_3,,0.0,,,66.0,,,,,Pass
8.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass
8.0,3.0,wc_3,wc_3,0.0,"[('wc_3', 1)]",1.0,,,25.0,0.002305,['Pass'],Pass
8.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass
8.0,3.0,wc_3,wc_4,0.0,"[('wc_4', 1), ('wc_3', 1)]",2.0,,,34.0,0.004607,['Pass'],Pass
8.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass
8.0,3.0,wc_3,wc_5,1.0,"[('wc_5', 1), ('wc_3', 1), ('wc_4', 1)]",3.0,,,33.0,0.039089,['Pass'],Pass
12.0,2.0,wc_2,,0.0,,,,61.0,,,,Pass
12.0,2.0,wc_2,,0.0,,,75.0,,,,,Pass
12.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass
12.0,2.0,wc_2,wc_2,0.0,"[('wc_2', 1)]",1.0,,,36.0,0.00317,['Pass'],Pass
12.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass
12.0,2.0,wc_2,wc_3,0.0,"[('wc_2', 1)]",1.0,,,29.0,0.0038339999999999997,['Pass'],Pass
12.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass
12.0,2.0,wc_2,wc_4,0.0,"[('wc_4', 1), ('wc_2', 1)]",2.0,,,33.0,0.005655,['Pass'],Pass
12.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass
12.0,2.0,wc_2,wc_5,0.0,"[('wc_2', 1), ('wc_4', 1)]",2.0,,,28.0,0.009572,['Pass'],Pass
12.0,2.0,wc_2,,0.0,,,,41.0,,,,Pass
12.0,2.0,wc_2,wc_1,1.0,"[('wc_1', 1), ('wc_3', 1), ('wc_5', 1)]",3.0,,,24.0,0.045144,['Fail'],Pass
16.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
16.0,4.0,wc_4,,0.0,,,75.0,,,,,Pass
16.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
16.0,4.0,wc_4,wc_4,0.0,"[('wc_4', 1)]",1.0,,,26.0,0.002366,['Fail'],Pass
16.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
16.0,4.0,wc_4,wc_5,0.0,"[('wc_5', 1), ('wc_4', 1)]",2.0,,,20.0,0.004046,['Fail'],Pass
16.0,4.0,wc_4,,0.0,,,,41.0,,,,Pass
16.0,4.0,wc_4,wc_1,0.0,"[('wc_4', 1), ('wc_5', 1)]",2.0,,,36.0,0.006561999999999999,['Fail'],Pass
16.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
16.0,4.0,wc_4,wc_2,0.0,"[('wc_2', 1), ('wc_1', 1)]",2.0,,,33.0,0.008489,['Pass'],Pass
16.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
16.0,4.0,wc_4,wc_3,1.0,"[('wc_3', 1), ('wc_1', 1), ('wc_2', 1)]",3.0,,,30.0,0.040841,['Pass'],Pass
22.0,5.0,wc_5,,0.0,,,,0.0,,,,Pass
22.0,5.0,wc_5,,0.0,,,80.0,,,,,Pass
22.0,5.0,wc_5,,0.0,,,,0.0,,,,Pass
22.0,5.0,wc_5,wc_5,0.0,"[('wc_5', 1)]",1.0,,,21.0,0.002235,['Fail'],Pass
22.0,5.0,wc_5,,0.0,,,,41.0,,,,Pass
22.0,5.0,wc_5,wc_1,0.0,"[('wc_1', 1)]",1.0,,,23.0,0.0041010000000000005,['Pass'],Pass
22.0,5.0,wc_5,,0.0,,,,0.0,,,,Pass
22.0,5.0,wc_5,wc_2,0.0,"[('wc_2', 1), ('wc_1', 1)]",2.0,,,29.0,0.005784,['Pass'],Pass
22.0,5.0,wc_5,,0.0,,,,0.0,,,,Pass
22.0,5.0,wc_5,wc_3,1.0,"[('wc_3', 1), ('wc_1', 1), ('wc_2', 1)]",3.0,,,37.0,0.03870699999999999,['Pass'],Pass
27.0,6.0,wc_6,,0.0,,,,101.0,,,,Pass
27.0,6.0,wc_6,,0.0,,,80.0,,,,,Pass
27.0,6.0,wc_6,,0.0,,,,0.0,,,,Pass
27.0,6.0,wc_6,wc_6,0.0,"[('wc_6', 1)]",1.0,,,31.0,0.002294,['Fail'],Pass
27.0,6.0,wc_6,,0.0,,,,0.0,,,,Pass
27.0,6.0,wc_6,wc_7,0.0,"[('wc_7', 1)]",1.0,,,20.0,0.004307,['Pass'],Pass
27.0,6.0,wc_6,,0.0,,,,0.0,,,,Pass
27.0,6.0,wc_6,wc_8,0.0,"[('wc_8', 1), ('wc_7', 1)]",2.0,,,26.0,0.005889,['Pass'],Pass
27.0,6.0,wc_6,,0.0,,,,0.0,,,,Pass
27.0,6.0,wc_6,wc_9,1.0,"[('wc_9', 1), ('wc_7', 1), ('wc_8', 1)]",3.0,,,27.0,0.04030099999999999,['Pass'],Pass
31.0,8.0,wc_8,,0.0,,,,101.0,,,,Fail
31.0,8.0,wc_8,,0.0,,,69.0,,,,,Fail
31.0,8.0,wc_8,,0.0,,,,0.0,,,,Fail
31.0,8.0,wc_8,wc_8,0.0,"[('wc_8', 1)]",1.0,,,26.0,0.002681,['Pass'],Fail
31.0,8.0,wc_8,,0.0,,,,0.0,,,,Fail
31.0,8.0,wc_8,wc_9,0.0,"[('wc_8', 1)]",1.0,,,37.0,0.004324,['Pass'],Fail
31.0,8.0,wc_8,,0.0,,,,0.0,,,,Fail
31.0,8.0,wc_8,wc_10,0.0,"[('wc_10', 1), ('wc_9', 1)]",2.0,,,35.0,0.0059570000000000005,['Fail'],Fail
31.0,8.0,wc_8,,0.0,,,,0.0,,,,Fail
31.0,8.0,wc_8,wc_11,1.0,"[('wc_11', 1), ('wc_9', 1), ('wc_10', 1)]",3.0,,,30.0,0.042906,['Fail'],Fail
36.0,8.0,wc_8,,0.0,,,,61.0,,,,Pass
36.0,8.0,wc_8,,0.0,,,60.0,,,,,Pass
36.0,8.0,wc_8,,0.0,,,,0.0,,,,Pass
36.0,8.0,wc_8,wc_8,0.0,"[('wc_8', 1)]",1.0,,,20.0,0.002486,['Pass'],Pass
36.0,8.0,wc_8,,0.0,,,,0.0,,,,Pass
36.0,8.0,wc_8,wc_9,0.0,"[('wc_9', 1), ('wc_8', 1)]",2.0,,,35.0,0.004089,['Pass'],Pass
36.0,8.0,wc_8,,0.0,,,,0.0,,,,Pass
36.0,8.0,wc_8,wc_10,1.0,"[('wc_10', 1), ('wc_8', 1), ('wc_9', 1)]",3.0,,,31.0,0.042381,['Pass'],Pass
40.0,11.0,wc_11,,0.0,,,,0.0,,,,Pass
40.0,11.0,wc_11,,0.0,,,51.0,,,,,Pass
40.0,11.0,wc_11,,0.0,,,,0.0,,,,Pass
40.0,11.0,wc_11,wc_11,0.0,"[('wc_11', 1)]",1.0,,,36.0,0.002259,['Fail'],Pass
40.0,11.0,wc_11,,0.0,,,,21.0,,,,Pass
40.0,11.0,wc_11,wc_6,0.0,"[('wc_6', 1), ('wc_11', 1)]",2.0,,,31.0,0.004285,['Fail'],Pass
40.0,11.0,wc_11,,0.0,,,,0.0,,,,Pass
40.0,11.0,wc_11,wc_7,0.0,"[('wc_11', 1), ('wc_6', 1)]",2.0,,,21.0,0.005431999999999999,['Fail'],Pass
40.0,11.0,wc_11,,0.0,,,,0.0,,,,Pass
40.0,11.0,wc_11,wc_8,0.0,"[('wc_8', 1), ('wc_7', 1)]",2.0,,,32.0,0.007639,['Pass'],Pass
40.0,11.0,wc_11,,0.0,,,,0.0,,,,Pass
40.0,11.0,wc_11,wc_9,1.0,"[('wc_9', 1), ('wc_7', 1), ('wc_8', 1)]",3.0,,,25.0,0.039058999999999996,['Pass'],Pass
43.0,7.0,wc_7,,0.0,,,,81.0,,,,Pass
43.0,7.0,wc_7,,0.0,,,51.0,,,,,Pass
43.0,7.0,wc_7,,0.0,,,,0.0,,,,Pass
43.0,7.0,wc_7,wc_7,0.0,"[('wc_7', 1)]",1.0,,,22.0,0.002237,['Pass'],Pass
43.0,7.0,wc_7,,0.0,,,,0.0,,,,Pass
43.0,7.0,wc_7,wc_8,0.0,"[('wc_8', 1), ('wc_7', 1)]",2.0,,,40.0,0.0046,['Pass'],Pass
43.0,7.0,wc_7,,0.0,,,,0.0,,,,Pass
43.0,7.0,wc_7,wc_9,1.0,"[('wc_9', 1), ('wc_7', 1), ('wc_8', 1)]",3.0,,,30.0,0.038122,['Pass'],Pass
47.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
47.0,9.0,wc_9,,0.0,,,72.0,,,,,Fail
47.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
47.0,9.0,wc_9,wc_9,0.0,"[('wc_9', 1)]",1.0,,,37.0,0.004261,['Pass'],Fail
47.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
47.0,9.0,wc_9,wc_10,0.0,"[('wc_9', 1)]",1.0,,,29.0,0.0046370000000000005,['Pass'],Fail
47.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
47.0,9.0,wc_9,wc_11,0.0,"[('wc_11', 1), ('wc_10', 1)]",2.0,,,22.0,0.006196,['Fail'],Fail
47.0,9.0,wc_9,,0.0,,,,21.0,,,,Fail
47.0,9.0,wc_9,wc_6,0.0,"[('wc_6', 1), ('wc_9', 1)]",2.0,,,39.0,0.007686,['Pass'],Fail
47.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
47.0,9.0,wc_9,wc_7,1.0,"[('wc_7', 1), ('wc_10', 1), ('wc_11', 1)]",3.0,,,20.0,0.041226,['Fail'],Fail
51.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
51.0,9.0,wc_9,,0.0,,,75.0,,,,,Fail
51.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
51.0,9.0,wc_9,wc_9,0.0,"[('wc_9', 1)]",1.0,,,21.0,0.002224,['Fail'],Fail
51.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
51.0,9.0,wc_9,wc_10,0.0,"[('wc_10', 1)]",1.0,,,33.0,0.0038469999999999997,['Pass'],Fail
51.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
51.0,9.0,wc_9,wc_11,0.0,"[('wc_11', 1), ('wc_9', 1)]",2.0,,,27.0,0.006432,['Fail'],Fail
51.0,9.0,wc_9,,0.0,,,,21.0,,,,Fail
51.0,9.0,wc_9,wc_6,0.0,"[('wc_6', 1), ('wc_10', 1)]",2.0,,,32.0,0.009445,['Pass'],Fail
51.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
51.0,9.0,wc_9,wc_7,1.0,"[('wc_7', 1), ('wc_10', 1), ('wc_6', 1)]",3.0,,,30.0,0.049368999999999996,['Pass'],Fail
55.0,10.0,wc_10,,0.0,,,,0.0,,,,Pass
55.0,10.0,wc_10,,0.0,,,64.0,,,,,Pass
55.0,10.0,wc_10,,0.0,,,,0.0,,,,Pass
55.0,10.0,wc_10,wc_10,0.0,"[('wc_10', 1)]",1.0,,,22.0,0.002401,['Pass'],Pass
55.0,10.0,wc_10,,0.0,,,,0.0,,,,Pass
55.0,10.0,wc_10,wc_11,0.0,"[('wc_11', 1), ('wc_10', 1)]",2.0,,,33.0,0.004109,['Pass'],Pass
55.0,10.0,wc_10,,0.0,,,,21.0,,,,Pass
55.0,10.0,wc_10,wc_6,1.0,"[('wc_6', 1), ('wc_10', 1), ('wc_11', 1)]",3.0,,,33.0,0.037357,['Pass'],Pass
62.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
62.0,9.0,wc_9,,0.0,,,65.0,,,,,Fail
62.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
62.0,9.0,wc_9,wc_9,0.0,"[('wc_9', 1)]",1.0,,,36.0,0.002389,['Fail'],Fail
62.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
62.0,9.0,wc_9,wc_10,0.0,"[('wc_10', 1), ('wc_9', 1)]",2.0,,,39.0,0.004509,['Fail'],Fail
62.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
62.0,9.0,wc_9,wc_11,0.0,"[('wc_9', 1), ('wc_10', 1)]",2.0,,,23.0,0.007507,['Fail'],Fail
62.0,9.0,wc_9,,0.0,,,,21.0,,,,Fail
62.0,9.0,wc_9,wc_6,0.0,"[('wc_6', 1), ('wc_11', 1)]",2.0,,,25.0,0.009293,['Pass'],Fail
62.0,9.0,wc_9,,0.0,,,,0.0,,,,Fail
62.0,9.0,wc_9,wc_7,1.0,"[('wc_7', 1), ('wc_9', 1), ('wc_10', 1)]",3.0,,,22.0,0.043316,['Fail'],Fail
67.0,9.0,wc_9,,0.0,,,,0.0,,,,Pass
67.0,9.0,wc_9,,0.0,,,66.0,,,,,Pass
67.0,9.0,wc_9,,0.0,,,,0.0,,,,Pass
67.0,9.0,wc_9,wc_9,0.0,"[('wc_9', 1)]",1.0,,,28.0,0.002522,['Fail'],Pass
67.0,9.0,wc_9,,0.0,,,,0.0,,,,Pass
67.0,9.0,wc_9,wc_10,0.0,"[('wc_10', 1)]",1.0,,,33.0,0.004489,['Pass'],Pass
67.0,9.0,wc_9,,0.0,,,,0.0,,,,Pass
67.0,9.0,wc_9,wc_11,0.0,"[('wc_11', 1), ('wc_10', 1)]",2.0,,,34.0,0.009401,['Pass'],Pass
67.0,9.0,wc_9,,0.0,,,,21.0,,,,Pass
67.0,9.0,wc_9,wc_6,0.0,"[('wc_10', 1), ('wc_11', 1)]",2.0,,,22.0,0.008627,['Pass'],Pass
67.0,9.0,wc_9,,0.0,,,,0.0,,,,Pass
67.0,9.0,wc_9,wc_7,1.0,"[('wc_7', 1), ('wc_10', 1), ('wc_11', 1)]",3.0,,,31.0,0.045169,['Pass'],Pass
71.0,12.0,wc_12,,0.0,,,,142.0,,,,Pass
71.0,12.0,wc_12,,0.0,,,72.0,,,,,Pass
71.0,12.0,wc_12,,0.0,,,,0.0,,,,Pass
71.0,12.0,wc_12,wc_12,0.0,"[('wc_12', 1)]",1.0,,,25.0,0.001957,['Pass'],Pass
71.0,12.0,wc_12,,0.0,,,,0.0,,,,Pass
71.0,12.0,wc_12,wc_13,0.0,"[('wc_12', 1)]",1.0,,,27.0,0.00404,['Pass'],Pass
71.0,12.0,wc_12,,0.0,,,,0.0,,,,Pass
71.0,12.0,wc_12,wc_14,0.0,"[('wc_14', 1), ('wc_12', 1)]",2.0,,,25.0,0.006044000000000001,['Pass'],Pass
71.0,12.0,wc_12,,0.0,,,,0.0,,,,Pass
71.0,12.0,wc_12,wc_15,1.0,"[('wc_15', 1), ('wc_12', 1), ('wc_14', 1)]",3.0,,,34.0,0.041405,['Pass'],Pass
75.0,13.0,wc_13,,0.0,,,,81.0,,,,Fail
75.0,13.0,wc_13,,0.0,,,63.0,,,,,Fail
75.0,13.0,wc_13,,0.0,,,,0.0,,,,Fail
75.0,13.0,wc_13,wc_13,0.0,"[('wc_13', 1)]",1.0,,,36.0,0.003271,['Pass'],Fail
75.0,13.0,wc_13,,0.0,,,,0.0,,,,Fail
75.0,13.0,wc_13,wc_14,0.0,"[('wc_13', 1)]",1.0,,,28.0,0.004118999999999999,['Pass'],Fail
75.0,13.0,wc_13,,0.0,,,,0.0,,,,Fail
75.0,13.0,wc_13,wc_15,0.0,"[('wc_15', 1), ('wc_14', 1)]",2.0,,,29.0,0.0057810000000000005,['Fail'],Fail
75.0,13.0,wc_13,,0.0,,,,0.0,,,,Fail
75.0,13.0,wc_13,wc_16,0.0,"[('wc_16', 1), ('wc_13', 1)]",2.0,,,27.0,0.0075840000000000005,['Pass'],Fail
