production_index,step_idx,production_workcell,qc,consent,winner_qc_list,score,production_time,transport_time,inspection_time,network_time,qc_results,actual_quality,qc_score,score_error,in_winner_counter,in_qc_counter,qc_capability
2.0,1.0,wc_1,,0.0,,,60.0,,,,,Pass,,,,,
2.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
2.0,1.0,wc_1,wc_1,0.0,"[('wc_1', 1.0)]",1.0,,,32.0,0.007841,['Pass'],Pass,1.0,-0.09999999999999998,0.0,0.0,0.7
2.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
2.0,1.0,wc_1,wc_2,0.0,"[('wc_2', 1.0)]",1.0,,,36.0,0.005665,['Fail'],Pass,1.0,-0.4,0.0,0.0,0.1
2.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
2.0,1.0,wc_1,wc_3,0.0,"[('wc_3', 1.0), ('wc_1', 1.0)]",2.0,,,35.0,0.007452,['Pass'],Pass,1.0,-0.4,0.0,0.0,0.1
2.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
2.0,1.0,wc_1,wc_4,0.0,"[('wc_4', 1.0), ('wc_1', 1.0), ('wc_3', 1.0)]",3.0,,,24.0,0.015201,['Pass'],Pass,1.0,-0.19999999999999996,0.0,0.0,0.7
2.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
2.0,1.0,wc_1,wc_5,0.0,"[('wc_5', 1.0), ('wc_1', 1.0), ('wc_3', 1.0), ('wc_4', 1.0)]",4.0,,,38.0,0.011326,['Pass'],Pass,1.0,-1.0,0.0,0.0,0.8
2.0,1.0,wc_1,,0.0,,,,61.0,,,,Pass,,,,,
2.0,1.0,wc_1,wc_6,0.0,"[('wc_1', 1.0), ('wc_3', 1.0), ('wc_4', 1.0), ('wc_5', 1.0)]",4.0,,,23.0,0.018482,['Pass'],Pass,1.0,-0.4,0.0,0.0,0.2
2.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
2.0,1.0,wc_1,wc_7,0.0,"[('wc_7', 1.0), ('wc_1', 1.0), ('wc_3', 1.0), ('wc_4', 1.0), ('wc_5', 1.0)]",5.0,,,33.0,0.014419000000000001,['Pass'],Pass,1.0,-0.09999999999999998,0.0,0.0,0.9
2.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
2.0,1.0,wc_1,wc_8,0.0,"[('wc_1', 1.0), ('wc_3', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_7', 1.0)]",5.0,,,31.0,0.022296999999999997,['Pass'],Pass,1.0,-0.30000000000000004,0.0,0.0,0.3
2.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
