production_index,step_idx,production_workcell,qc,consent,winner_qc_list,score,production_time,transport_time,inspection_time,network_time,qc_results,actual_quality,qc_score,score_error,in_winner_counter,in_qc_counter,qc_capability
8.0,1.0,wc_1,,0.0,,,72.0,,,,,Pass,,,,,
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_1,0.0,"[('wc_1', 1.0)]",1.0,,,31.0,0.002931,['Pass'],Pass,1.0,0.0,7.0,7.0,0.7
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_2,0.0,"[('wc_2', 1.0)]",1.0,,,29.0,0.004956,['Fail'],Pass,1.0,-0.7142857142857143,2.0,7.0,0.1
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_3,0.0,"[('wc_3', 1.0), ('wc_2', 1.0)]",2.0,,,24.0,0.013914,['Fail'],Pass,1.0,-0.4285714285714286,4.0,7.0,0.1
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_4,0.0,"[('wc_2', 1.0), ('wc_3', 1.0)]",2.0,,,25.0,0.01059,['Fail'],Pass,1.0,-0.1428571428571429,6.0,7.0,0.7
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_5,0.0,"[('wc_5', 1.0), ('wc_1', 1.0), ('wc_4', 1.0)]",3.0,,,36.0,0.014799999999999999,['Pass'],Pass,1.0,0.0,7.0,7.0,0.8
8.0,1.0,wc_1,,0.0,,,,61.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_6,0.0,"[('wc_6', 1.0), ('wc_2', 1.0), ('wc_3', 1.0)]",3.0,,,26.0,0.011686000000000002,['Fail'],Pass,1.0,-0.5714285714285714,3.0,7.0,0.2
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_7,0.0,"[('wc_7', 1.0), ('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0)]",4.0,,,25.0,0.013753,['Pass'],Pass,1.0,0.0,7.0,7.0,0.9
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_8,0.0,"[('wc_8', 1.0), ('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_7', 1.0)]",5.0,,,32.0,0.020095999999999996,['Pass'],Pass,1.0,0.0,7.0,7.0,0.3
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_9,0.0,"[('wc_9', 1.0), ('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_7', 1.0), ('wc_8', 1.0)]",6.0,,,39.0,0.020892,['Pass'],Pass,1.0,-0.2857142857142857,5.0,7.0,0.1
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_10,0.0,"[('wc_10', 1.0), ('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0)]",7.0,,,38.0,0.023462999999999998,['Pass'],Pass,1.0,0.0,7.0,7.0,0.8
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_11,0.0,"[('wc_11', 1.0), ('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0)]",8.0,,,32.0,0.022452000000000003,['Pass'],Pass,1.0,0.0,7.0,7.0,1.0
8.0,1.0,wc_1,,0.0,,,,61.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_12,0.0,"[('wc_12', 1.0), ('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0)]",9.0,,,40.0,0.025920000000000002,['Pass'],Pass,1.0,-0.1428571428571429,6.0,7.0,1.0
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_13,0.0,"[('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0)]",9.0,,,28.0,0.029446,['Pass'],Pass,1.0,-0.4285714285714286,4.0,7.0,0.1
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_14,0.0,"[('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0)]",9.0,,,33.0,0.031244,['Pass'],Pass,1.0,-0.1428571428571429,6.0,7.0,0.5
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_15,0.0,"[('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0)]",9.0,,,22.0,0.034205000000000006,['Pass'],Pass,1.0,-0.4285714285714286,4.0,7.0,0.5
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_16,0.0,"[('wc_16', 1.0), ('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0)]",10.0,,,40.0,0.03506399999999999,['Pass'],Pass,1.0,0.0,7.0,7.0,0.6
8.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
8.0,1.0,wc_1,wc_17,1.0,"[('wc_17', 1.0), ('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0), ('wc_16', 1.0)]",11.0,,,35.0,0.067871,['Pass'],Pass,1.0,0.0,7.0,7.0,0.6
11.0,4.0,wc_4,,0.0,,,,382.0,,,,Pass,,,,,
11.0,4.0,wc_4,,0.0,,,61.0,,,,,Pass,,,,,
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_4,0.0,"[('wc_4', 1.0)]",1.0,,,35.0,0.002325,['Pass'],Pass,1.0,-0.125,7.0,8.0,0.7
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_5,0.0,"[('wc_5', 1.0), ('wc_4', 1.0)]",2.0,,,38.0,0.005013,['Pass'],Pass,1.0,0.0,8.0,8.0,0.8
11.0,4.0,wc_4,,0.0,,,,41.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_1,0.0,"[('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0)]",3.0,,,39.0,0.006188,['Pass'],Pass,1.0,0.0,8.0,8.0,0.7
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_2,0.0,"[('wc_2', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0)]",4.0,,,32.0,0.013359000000000001,['Pass'],Pass,1.0,-0.75,2.0,8.0,0.1
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_3,0.0,"[('wc_3', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0)]",5.0,,,28.0,0.012025,['Pass'],Pass,1.0,-0.5,4.0,8.0,0.1
11.0,4.0,wc_4,,0.0,,,,101.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_6,0.0,"[('wc_6', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0)]",6.0,,,30.0,0.013644,['Pass'],Pass,1.0,-0.625,3.0,8.0,0.2
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_7,0.0,"[('wc_7', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0), ('wc_6', 1.0)]",7.0,,,29.0,0.018954,['Pass'],Pass,1.0,0.0,8.0,8.0,0.9
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_8,0.0,"[('wc_8', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0), ('wc_6', 1.0), ('wc_7', 1.0)]",8.0,,,36.0,0.017879,['Pass'],Pass,1.0,0.0,8.0,8.0,0.3
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_9,0.0,"[('wc_9', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0), ('wc_6', 1.0), ('wc_7', 1.0), ('wc_8', 1.0)]",9.0,,,36.0,0.022150000000000003,['Pass'],Pass,1.0,-0.25,6.0,8.0,0.1
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_10,0.0,"[('wc_10', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0), ('wc_6', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0)]",10.0,,,22.0,0.019438999999999998,['Pass'],Pass,1.0,0.0,8.0,8.0,0.8
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_11,0.0,"[('wc_11', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0), ('wc_6', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0)]",11.0,,,21.0,0.025011000000000002,['Pass'],Pass,1.0,0.0,8.0,8.0,1.0
11.0,4.0,wc_4,,0.0,,,,61.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_12,0.0,"[('wc_12', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0), ('wc_6', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0)]",12.0,,,23.0,0.024465,['Pass'],Pass,1.0,-0.125,7.0,8.0,1.0
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_13,0.0,"[('wc_13', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0), ('wc_6', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0)]",13.0,,,24.0,0.028208,['Pass'],Pass,1.0,-0.5,4.0,8.0,0.1
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_14,0.0,"[('wc_14', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0), ('wc_6', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0), ('wc_13', 1.0)]",14.0,,,20.0,0.026652000000000002,['Pass'],Pass,1.0,-0.25,6.0,8.0,0.5
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_15,0.0,"[('wc_15', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0), ('wc_6', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0), ('wc_13', 1.0), ('wc_14', 1.0)]",15.0,,,26.0,0.030248,['Pass'],Pass,1.0,-0.5,4.0,8.0,0.5
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_16,0.0,"[('wc_16', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0), ('wc_6', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0), ('wc_13', 1.0), ('wc_14', 1.0), ('wc_15', 1.0)]",16.0,,,24.0,0.036164999999999996,['Pass'],Pass,1.0,0.0,8.0,8.0,0.6
11.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass,,,,,
11.0,4.0,wc_4,wc_17,1.0,"[('wc_17', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_3', 1.0), ('wc_6', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_9', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0), ('wc_13', 1.0), ('wc_14', 1.0), ('wc_15', 1.0), ('wc_16', 1.0)]",17.0,,,20.0,0.065882,['Pass'],Pass,1.0,0.0,8.0,8.0,0.6
13.0,3.0,wc_3,,0.0,,,,362.0,,,,Pass,,,,,
13.0,3.0,wc_3,,0.0,,,57.0,,,,,Pass,,,,,
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_3,0.0,"[('wc_3', 1.0)]",1.0,,,22.0,0.002347,['Fail'],Pass,1.0,-0.4444444444444444,5.0,9.0,0.1
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_4,0.0,"[('wc_3', 1.0)]",1.0,,,32.0,0.004261,['Fail'],Pass,1.0,-0.11111111111111116,8.0,9.0,0.7
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_5,0.0,"[('wc_5', 1.0), ('wc_4', 1.0)]",2.0,,,35.0,0.009404000000000001,['Pass'],Pass,1.0,0.0,9.0,9.0,0.8
13.0,3.0,wc_3,,0.0,,,,41.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_1,0.0,"[('wc_1', 1.0), ('wc_4', 1.0), ('wc_5', 1.0)]",3.0,,,23.0,0.008756,['Pass'],Pass,1.0,0.0,9.0,9.0,0.7
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_2,0.0,"[('wc_2', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0)]",4.0,,,27.0,0.011518,['Pass'],Pass,1.0,-0.6666666666666667,3.0,9.0,0.1
13.0,3.0,wc_3,,0.0,,,,122.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_6,0.0,"[('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0)]",4.0,,,27.0,0.012516999999999999,['Pass'],Pass,1.0,-0.5555555555555556,4.0,9.0,0.2
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_7,0.0,"[('wc_7', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0)]",5.0,,,36.0,0.019028999999999997,['Pass'],Pass,1.0,0.0,9.0,9.0,0.9
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_8,0.0,"[('wc_8', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_7', 1.0)]",6.0,,,30.0,0.015293000000000003,['Pass'],Pass,1.0,0.0,9.0,9.0,0.3
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_9,0.0,"[('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_7', 1.0), ('wc_8', 1.0)]",6.0,,,33.0,0.017654,['Pass'],Pass,1.0,-0.2222222222222222,7.0,9.0,0.1
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_10,0.0,"[('wc_10', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_7', 1.0), ('wc_8', 1.0)]",7.0,,,26.0,0.017823000000000002,['Pass'],Pass,1.0,0.0,9.0,9.0,0.8
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_11,0.0,"[('wc_11', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_10', 1.0)]",8.0,,,20.0,0.020634000000000003,['Pass'],Pass,1.0,0.0,9.0,9.0,1.0
13.0,3.0,wc_3,,0.0,,,,61.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_12,0.0,"[('wc_12', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_10', 1.0), ('wc_11', 1.0)]",9.0,,,34.0,0.024471000000000003,['Pass'],Pass,1.0,-0.11111111111111116,8.0,9.0,1.0
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_13,0.0,"[('wc_13', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0)]",10.0,,,40.0,0.024443999999999997,['Pass'],Pass,1.0,-0.4444444444444444,5.0,9.0,0.1
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_14,0.0,"[('wc_14', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0), ('wc_13', 1.0)]",11.0,,,24.0,0.025830000000000002,['Pass'],Pass,1.0,-0.2222222222222222,7.0,9.0,0.5
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
13.0,3.0,wc_3,wc_15,0.0,"[('wc_15', 1.0), ('wc_4', 1.0), ('wc_5', 1.0), ('wc_1', 1.0), ('wc_2', 1.0), ('wc_7', 1.0), ('wc_8', 1.0), ('wc_10', 1.0), ('wc_11', 1.0), ('wc_12', 1.0), ('wc_13', 1.0), ('wc_14', 1.0)]",12.0,,,27.0,0.028289999999999992,['Pass'],Pass,1.0,-0.4444444444444444,5.0,9.0,0.5
