time_step,workpiece_id,step_idx,production_workcell,actual_quality,state,qc,consent,winner_qc_list,score,qc_results,production_time,transport_time,inspection_time,network_time,in_winner_counter,in_qc_counter,score_error,qc_score,qc_capability
1.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
2.0,wp_1,1.0,wc_1,"{'Pass': 84, 'Fail': 16}",['Pass'],,,,,,67.0,,,,,,,,
70.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
70.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
71.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.78)]",0.78,['Pass'],,,30.0,0.002276,0.0,0.0,-0.78,0.78,0.7
102.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
103.0,wp_1,1.0,,,,wc_2,0.0,"[('wc_2', 0.76), ('wc_1', 0.78)]",0.9472,['Pass'],,,36.0,0.003888,0.0,0.0,-0.76,0.76,0.8
140.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
101.0,wp_2,1.0,wc_1,"{'Pass': 79, 'Fail': 21}",['Pass'],,,,,,68.0,,,,,,,,
170.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
170.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
141.0,wp_1,1.0,,,,wc_3,0.0,"[('wc_1', 0.78), ('wc_2', 0.76)]",0.9472,['Pass'],,,39.0,0.009091,0.0,0.0,-0.41,0.41,0.4
181.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
171.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.78)]",0.78,['Fail'],,,24.0,0.002039,0.0,0.0,-0.78,0.78,0.7
196.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
182.0,wp_1,1.0,,,,wc_4,1.0,"[('wc_4', 0.24), ('wc_1', 0.78), ('wc_2', 0.76)]",0.9598720000000001,['Pass'],,,35.0,0.035115,1.0,1.0,0.76,0.24,0.1
219.0,wp_1,4.0,,,,,,,,,,0.0,,,,,,,
197.0,wp_2,1.0,,,,wc_2,0.0,"[('wc_1', 0.78)]",0.78,['Fail'],,,38.0,0.004293999999999999,1.0,1.0,0.24,0.76,0.8
236.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
195.0,wp_3,1.0,wc_1,"{'Pass': 26, 'Fail': 74}",['Fail'],,,,,,54.0,,,,,,,,
250.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
250.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
237.0,wp_2,1.0,,,,wc_3,0.0,"[('wc_3', 0.41), ('wc_2', 0.76)]",0.8584,['Pass'],,,38.0,0.006109,0.0,1.0,-0.41,0.41,0.4
276.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
251.0,wp_3,1.0,,,,wc_1,0.0,"[('wc_1', 0.78)]",0.78,['Fail'],,,30.0,0.004818,1.0,1.0,0.21999999999999997,0.78,0.7
282.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
283.0,wp_3,1.0,,,,wc_2,0.0,"[('wc_2', 0.76), ('wc_1', 0.78)]",0.9472,['Fail'],,,37.0,0.003529,1.0,1.0,0.24,0.76,0.8
321.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
285.0,wp_2,1.0,,,,wc_4,0.0,"[('wc_2', 0.76), ('wc_3', 0.41)]",0.8584,['Pass'],,,38.0,0.013116,1.0,1.0,0.76,0.24,0.1
259.0,wp_1,4.0,wc_4,"{'Pass': 4, 'Fail': 96}",['Fail'],,,,,,65.0,,,,,,,,
324.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
325.0,wp_1,4.0,,,,,,,,,,0.0,,,,,,,
325.0,wp_2,1.0,,,,wc_5,0.0,"[('wc_5', 0.24), ('wc_1', 0.78), ('wc_4', 0.24)]",0.872928,['Fail'],,,21.0,0.015414999999999998,0.0,1.0,-0.24,0.24,0.1
347.0,wp_2,1.0,,,,,,,,,,61.0,,,,,,,
281.0,wp_4,1.0,wc_1,"{'Pass': 27, 'Fail': 73}",['Fail'],,,,,,69.0,,,,,,,,
351.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
351.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
326.0,wp_1,4.0,,,,wc_4,0.0,"[('wc_4', 0.24)]",0.24,['Fail'],,,27.0,0.00298,1.0,1.0,0.76,0.24,0.1
354.0,wp_1,4.0,,,,,,,,,,0.0,,,,,,,
322.0,wp_3,1.0,,,,wc_3,0.0,"[('wc_1', 0.78), ('wc_2', 0.76)]",0.9472,['Fail'],,,39.0,0.006327,0.0,1.0,-0.41,0.41,0.4
362.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
363.0,wp_3,1.0,,,,wc_4,1.0,"[('wc_4', 0.24), ('wc_1', 0.78), ('wc_2', 0.76)]",0.9598720000000001,['Fail'],,,20.0,0.039871000000000004,2.0,2.0,0.76,0.24,0.1
355.0,wp_1,4.0,,,,wc_5,0.0,"[('wc_5', 0.24), ('wc_4', 0.24)]",0.4224,['Fail'],,,29.0,0.008614,0.0,2.0,-0.24,0.24,0.1
385.0,wp_1,4.0,,,,,,,,,,61.0,,,,,,,
352.0,wp_4,1.0,,,,wc_1,0.0,"[('wc_1', 0.78)]",0.78,['Fail'],,,39.0,0.006457,2.0,2.0,0.21999999999999997,0.78,0.7
392.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
393.0,wp_4,1.0,,,,wc_3,0.0,"[('wc_3', 0.41), ('wc_1', 0.78)]",0.8702,['Fail'],,,29.0,0.004069,0.0,2.0,-0.41,0.41,0.4
423.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
408.0,wp_2,1.0,,,,wc_6,1.0,"[('wc_6', 0.79), ('wc_2', 0.76), ('wc_3', 0.41)]",0.970264,['Pass'],,,37.0,0.04579899999999999,1.0,3.0,-0.4566666666666667,0.79,1.0
447.0,wp_2,3.0,,,,,,,,,,321.0,,,,,,,
424.0,wp_4,1.0,,,,wc_4,1.0,"[('wc_4', 0.24), ('wc_1', 0.78), ('wc_3', 0.41)]",0.901352,['Fail'],,,26.0,0.034449999999999995,3.0,4.0,0.51,0.24,0.1
391.0,wp_5,1.0,wc_1,"{'Pass': 45, 'Fail': 55}",['Fail'],,,,,,72.0,,,,,,,,
464.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
465.0,wp_3,1.0,,,,,,,,,,61.0,,,,,,,
446.0,wp_1,4.0,,,,wc_2,0.0,"[('wc_2', 0.76), ('wc_4', 0.24), ('wc_5', 0.24)]",0.861376,['Fail'],,,27.0,0.014858,3.0,4.0,-0.010000000000000009,0.76,0.8
474.0,wp_1,4.0,,,,,,,,,,0.0,,,,,,,
465.0,wp_5,1.0,,,,wc_1,0.0,"[('wc_1', 0.78)]",0.78,['Pass'],,,29.0,0.002463,3.0,4.0,-0.030000000000000027,0.78,0.7
495.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
475.0,wp_1,4.0,,,,wc_3,1.0,"[('wc_3', 0.41), ('wc_4', 0.24), ('wc_5', 0.24), ('wc_2', 0.76)]",0.91821184,['Fail'],,,40.0,0.037586,3.0,5.0,0.19,0.41,0.4
496.0,wp_5,1.0,,,,wc_2,0.0,"[('wc_1', 0.78)]",0.78,['Pass'],,,20.0,0.005533,4.0,5.0,0.040000000000000036,0.76,0.8
517.0,wp_1,4.0,,,,,,,,,,0.0,,,,,,,
517.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
518.0,wp_5,1.0,,,,wc_3,0.0,"[('wc_3', 0.41), ('wc_2', 0.76)]",0.8584,['Fail'],,,32.0,0.006156,3.0,5.0,0.19,0.41,0.4
551.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
526.0,wp_3,1.0,wc_1,"{'Pass': 58, 'Fail': 42}",['Pass'],,,,,,51.0,,,,,,,,
578.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
578.0,wp_4,1.0,,,,,,,,,,61.0,,,,,,,
574.0,wp_5,1.0,,,,wc_4,0.0,"[('wc_2', 0.76), ('wc_3', 0.41)]",0.8584,['Fail'],,,22.0,0.008755,4.0,5.0,0.56,0.24,0.1
541.0,wp_1,4.0,wc_4,"{'Pass': 53, 'Fail': 47}",['Pass'],,,,,,56.0,,,,,,,,
597.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
598.0,wp_1,4.0,,,,,,,,,,0.0,,,,,,,
579.0,wp_3,1.0,,,,wc_1,0.0,"[('wc_1', 0.78)]",0.78,['Fail'],,,38.0,0.002791,3.0,5.0,-0.18000000000000005,0.78,0.7
618.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
599.0,wp_1,4.0,,,,wc_4,0.0,"[('wc_4', 0.24)]",0.24,['Fail'],,,31.0,0.00767,4.0,5.0,0.56,0.24,0.1
631.0,wp_1,4.0,,,,,,,,,,61.0,,,,,,,
598.0,wp_5,1.0,,,,wc_5,0.0,"[('wc_5', 0.24), ('wc_1', 0.78), ('wc_4', 0.24)]",0.872928,['Pass'],,,37.0,0.010139,1.0,5.0,-0.03999999999999998,0.24,0.1
636.0,wp_5,1.0,,,,,,,,,,61.0,,,,,,,
619.0,wp_3,1.0,,,,wc_2,0.0,"[('wc_1', 0.78)]",0.78,['Fail'],,,34.0,0.011199,4.0,5.0,0.040000000000000036,0.76,0.8
654.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
655.0,wp_3,1.0,,,,wc_3,0.0,"[('wc_3', 0.41), ('wc_2', 0.76)]",0.8584,['Pass'],,,30.0,0.006424000000000001,3.0,5.0,0.19,0.41,0.4
686.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
687.0,wp_3,1.0,,,,wc_4,0.0,"[('wc_4', 0.24), ('wc_2', 0.76), ('wc_3', 0.41)]",0.892384,['Pass'],,,23.0,0.007999,4.0,5.0,0.56,0.24,0.1
711.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
697.0,wp_5,1.0,,,,wc_6,1.0,"[('wc_6', 0.79), ('wc_2', 0.76), ('wc_3', 0.41)]",0.970264,['Fail'],,,40.0,0.047487,2.0,6.0,-0.4566666666666667,0.79,1.0
712.0,wp_3,1.0,,,,wc_5,1.0,"[('wc_5', 0.24), ('wc_2', 0.76), ('wc_3', 0.41), ('wc_4', 0.24)]",0.91821184,['Pass'],,,29.0,0.042616999999999995,2.0,7.0,0.04571428571428571,0.24,0.1
743.0,wp_3,2.0,,,,,,,,,,61.0,,,,,,,
709.0,wp_1,4.0,,,,wc_1,0.0,"[('wc_1', 0.78), ('wc_4', 0.24)]",0.8328,['Fail'],,,39.0,0.0042109999999999995,3.0,7.0,-0.3514285714285715,0.78,0.7
679.0,wp_4,1.0,wc_1,"{'Pass': 24, 'Fail': 76}",['Fail'],,,,,,69.0,,,,,,,,
749.0,wp_1,4.0,,,,,,,,,,0.0,,,,,,,
749.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
749.0,wp_5,1.0,,,,,,,,,,202.0,,,,,,,
750.0,wp_1,4.0,,,,wc_2,1.0,"[('wc_2', 0.76), ('wc_4', 0.24), ('wc_1', 0.78)]",0.9598720000000001,['Fail'],,,36.0,0.035507,7.0,8.0,0.11499999999999999,0.76,0.8
750.0,wp_4,1.0,,,,wc_1,0.0,"[('wc_1', 0.78)]",0.78,['Pass'],,,36.0,0.002281,4.0,8.0,-0.28,0.78,0.7
787.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
788.0,wp_4,1.0,,,,wc_2,0.0,"[('wc_1', 0.78)]",0.78,['Pass'],,,35.0,0.0040750000000000005,7.0,8.0,0.11499999999999999,0.76,0.8
824.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
830.0,wp_4,1.0,,,,wc_3,0.0,"[('wc_3', 0.41), ('wc_1', 0.78)]",0.8702,['Pass'],,,28.0,0.006813,5.0,8.0,0.21500000000000002,0.41,0.4
