time_step,workpiece_id,step_idx,production_workcell,actual_quality,state,qc,consent,winner_qc_list,score,qc_results,production_time,transport_time,inspection_time,network_time,in_winner_counter,in_qc_counter,score_error,qc_score,qc_capability
1.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
2.0,wp_1,1.0,wc_1,"{'Pass': 73, 'Fail': 27}",['Pass'],,,,,,58.0,,,,,,,,
61.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
61.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
62.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.35)]",0.35,['Fail'],,,24.0,0.002226,0.0,0.0,-0.35,0.35,0.1
87.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
88.0,wp_1,1.0,,,,wc_2,0.0,"[('wc_2', 0.8)]",0.8,['Pass'],,,31.0,0.004501,0.0,0.0,-0.8,0.8,1.0
120.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
121.0,wp_1,1.0,,,,wc_3,0.0,"[('wc_3', 0.36), ('wc_2', 0.8)]",0.872,['Pass'],,,23.0,0.006019999999999999,0.0,0.0,-0.36,0.36,0.2
145.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
86.0,wp_2,1.0,wc_1,"{'Pass': 79, 'Fail': 21}",['Pass'],,,,,,62.0,,,,,,,,
149.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
149.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
146.0,wp_1,1.0,,,,wc_4,1.0,"[('wc_4', 0.86), ('wc_2', 0.8), ('wc_3', 0.36)]",0.98208,['Pass'],,,34.0,0.03964,1.0,1.0,0.14,0.86,0.5
182.0,wp_1,3.0,,,,,,,,,,103.0,,,,,,,
150.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.35)]",0.35,['Pass'],,,40.0,0.002973,0.0,1.0,-0.35,0.35,0.1
191.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
192.0,wp_2,1.0,,,,wc_2,0.0,"[('wc_2', 0.8), ('wc_1', 0.35)]",0.87,['Pass'],,,35.0,0.004656,1.0,1.0,0.19999999999999996,0.8,1.0
228.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
190.0,wp_3,1.0,wc_1,"{'Pass': 5, 'Fail': 95}",['Fail'],,,,,,59.0,,,,,,,,
229.0,wp_2,1.0,,,,wc_3,1.0,"[('wc_3', 0.36), ('wc_1', 0.35), ('wc_2', 0.8)]",0.9168000000000001,['Pass'],,,21.0,0.042182000000000004,2.0,2.0,0.64,0.36,0.2
250.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
250.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
252.0,wp_2,2.0,,,,,,,,,,101.0,,,,,,,
251.0,wp_3,1.0,,,,wc_1,0.0,"[('wc_1', 0.35)]",0.35,['Fail'],,,32.0,0.002575,1.0,2.0,0.15000000000000002,0.35,0.1
284.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
285.0,wp_3,1.0,,,,wc_2,0.0,"[('wc_2', 0.8), ('wc_1', 0.35)]",0.87,['Fail'],,,38.0,0.0041670000000000006,2.0,2.0,0.19999999999999996,0.8,1.0
324.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
283.0,wp_4,1.0,wc_1,"{'Pass': 76, 'Fail': 24}",['Pass'],,,,,,79.0,,,,,,,,
363.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
363.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
360.0,wp_3,1.0,,,,wc_3,1.0,"[('wc_3', 0.36), ('wc_1', 0.35), ('wc_2', 0.8)]",0.9168000000000001,['Fail'],,,24.0,0.048424999999999996,3.0,3.0,0.64,0.36,0.2
310.0,wp_1,3.0,wc_3,"{'Pass': 62, 'Fail': 38}",['Pass'],,,,,,75.0,,,,,,,,
386.0,wp_1,3.0,,,,,,,,,,0.0,,,,,,,
364.0,wp_4,1.0,,,,wc_1,0.0,"[('wc_1', 0.35)]",0.35,['Pass'],,,33.0,0.00311,2.0,3.0,0.31666666666666665,0.35,0.1
398.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
387.0,wp_1,3.0,,,,wc_3,0.0,"[('wc_3', 0.36)]",0.36,['Pass'],,,24.0,0.002412,3.0,3.0,0.64,0.36,0.2
412.0,wp_1,3.0,,,,,,,,,,0.0,,,,,,,
