time_step,workpiece_id,step_idx,production_workcell,actual_quality,state,qc,consent,winner_qc_list,score,qc_results,production_time,transport_time,inspection_time,network_time,in_winner_counter,in_qc_counter,score_error,qc_score,qc_capability
1.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
2.0,wp_1,1.0,wc_1,"{'Pass': 6, 'Fail': 94}",['Fail'],,,,,,71.0,,,,,,,,
74.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
74.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
75.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.18)]",0.17999999999999994,['Pass'],,,30.0,0.002521,0.0,0.0,-0.18,0.18,0.1
106.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
107.0,wp_1,1.0,,,,wc_2,0.0,"[('wc_2', 0.87)]",0.87,['Fail'],,,37.0,0.0042380000000000004,0.0,0.0,-0.87,0.87,0.9
145.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
105.0,wp_2,1.0,wc_1,"{'Pass': 40, 'Fail': 60}",['Fail'],,,,,,58.0,,,,,,,,
164.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
164.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
146.0,wp_1,1.0,,,,wc_3,0.0,"[('wc_3', 0.54), ('wc_2', 0.87)]",0.9402,['Fail'],,,23.0,0.007034,0.0,0.0,-0.54,0.54,0.6
170.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
165.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.18)]",0.17999999999999994,['Fail'],,,34.0,0.002062,0.0,0.0,-0.18,0.18,0.1
171.0,wp_1,1.0,,,,wc_4,1.0,"[('wc_4', 0.5), ('wc_2', 0.87), ('wc_3', 0.54)]",0.9701,['Fail'],,,29.0,0.047539,1.0,1.0,0.5,0.5,0.4
200.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
201.0,wp_2,1.0,,,,wc_2,0.0,"[('wc_2', 0.87), ('wc_1', 0.18)]",0.8934,['Fail'],,,40.0,0.005348,1.0,1.0,0.13,0.87,0.9
242.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
199.0,wp_3,1.0,wc_1,"{'Pass': 64, 'Fail': 36}",['Pass'],,,,,,60.0,,,,,,,,
260.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
260.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
243.0,wp_2,1.0,,,,wc_3,0.0,"[('wc_1', 0.18), ('wc_2', 0.87)]",0.8934,['Fail'],,,29.0,0.006684000000000001,1.0,1.0,0.45999999999999996,0.54,0.6
273.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
261.0,wp_3,1.0,,,,wc_1,0.0,"[('wc_1', 0.18)]",0.17999999999999994,['Fail'],,,28.0,0.002796,0.0,1.0,-0.18,0.18,0.1
290.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
274.0,wp_2,1.0,,,,wc_4,1.0,"[('wc_4', 0.5), ('wc_1', 0.18), ('wc_2', 0.87)]",0.9467,['Fail'],,,28.0,0.041632999999999996,2.0,2.0,0.5,0.5,0.4
291.0,wp_3,1.0,,,,wc_2,0.0,"[('wc_2', 0.87)]",0.87,['Pass'],,,32.0,0.004078,2.0,2.0,0.13,0.87,0.9
324.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
325.0,wp_3,1.0,,,,wc_3,0.0,"[('wc_3', 0.54), ('wc_2', 0.87)]",0.9402,['Pass'],,,31.0,0.006429,1.0,2.0,-0.040000000000000036,0.54,0.6
357.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
289.0,wp_4,1.0,wc_1,"{'Pass': 99, 'Fail': 1}",['Pass'],,,,,,79.0,,,,,,,,
369.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
369.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
358.0,wp_3,1.0,,,,wc_4,0.0,"[('wc_2', 0.87), ('wc_3', 0.54)]",0.9402,['Pass'],,,26.0,0.009357999999999998,2.0,2.0,0.5,0.5,0.4
385.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
370.0,wp_4,1.0,,,,wc_1,0.0,"[('wc_1', 0.18)]",0.17999999999999994,['Pass'],,,29.0,0.00244,1.0,2.0,0.32,0.18,0.1
400.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
386.0,wp_3,1.0,,,,wc_5,0.0,"[('wc_2', 0.87), ('wc_3', 0.54)]",0.9402,['Pass'],,,20.0,0.009692,0.0,2.0,-0.18,0.18,0.1
407.0,wp_3,1.0,,,,,,,,,,61.0,,,,,,,
401.0,wp_4,1.0,,,,wc_2,0.0,"[('wc_2', 0.87), ('wc_1', 0.18)]",0.8934,['Pass'],,,36.0,0.004587,2.0,2.0,0.13,0.87,0.9
438.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
399.0,wp_5,1.0,wc_1,"{'Pass': 9, 'Fail': 91}",['Fail'],,,,,,65.0,,,,,,,,
465.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
466.0,wp_1,1.0,,,,,,,,,,61.0,,,,,,,
439.0,wp_4,1.0,,,,wc_3,1.0,"[('wc_3', 0.54), ('wc_1', 0.18), ('wc_2', 0.87)]",0.950964,['Pass'],,,36.0,0.035389,2.0,3.0,0.1266666666666666,0.54,0.6
477.0,wp_4,3.0,,,,,,,,,,0.0,,,,,,,
468.0,wp_3,1.0,,,,wc_6,0.0,"[('wc_2', 0.87), ('wc_3', 0.54)]",0.9402,['Pass'],,,26.0,0.014964000000000002,0.0,3.0,-0.39,0.39,0.3
495.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
466.0,wp_5,1.0,,,,wc_1,0.0,"[('wc_1', 0.18)]",0.17999999999999994,['Fail'],,,38.0,0.003587,2.0,3.0,0.48666666666666664,0.18,0.1
505.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
496.0,wp_3,1.0,,,,wc_7,1.0,"[('wc_7', 0.99), ('wc_2', 0.87), ('wc_3', 0.54)]",0.999402,['Pass'],,,33.0,0.048584,1.0,4.0,-0.74,0.99,0.9
531.0,wp_3,4.0,,,,,,,,,,321.0,,,,,,,
506.0,wp_5,1.0,,,,wc_2,0.0,"[('wc_2', 0.87), ('wc_1', 0.18)]",0.8934,['Fail'],,,31.0,0.004485,4.0,4.0,0.13,0.87,0.9
538.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
540.0,wp_5,1.0,,,,wc_3,1.0,"[('wc_3', 0.54), ('wc_1', 0.18), ('wc_2', 0.87)]",0.950964,['Fail'],,,21.0,0.046479000000000006,4.0,5.0,0.26,0.54,0.6
500.0,wp_4,3.0,wc_3,"{'Pass': 79, 'Fail': 21}",['Pass'],,,,,,62.0,,,,,,,,
563.0,wp_4,3.0,,,,,,,,,,0.0,,,,,,,
564.0,wp_4,3.0,,,,wc_3,0.0,"[('wc_3', 0.54)]",0.54,['Pass'],,,25.0,0.002326,4.0,5.0,0.26,0.54,0.6
590.0,wp_4,3.0,,,,,,,,,,0.0,,,,,,,
527.0,wp_1,1.0,wc_1,"{'Pass': 55, 'Fail': 45}",['Pass'],,,,,,65.0,,,,,,,,
593.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
593.0,wp_2,1.0,,,,,,,,,,61.0,,,,,,,
594.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.18)]",0.17999999999999994,['Fail'],,,25.0,0.002929,3.0,5.0,0.42,0.18,0.1
591.0,wp_4,3.0,,,,wc_4,0.0,"[('wc_4', 0.5), ('wc_3', 0.54)]",0.77,['Pass'],,,28.0,0.00446,2.0,5.0,-0.09999999999999998,0.5,0.4
620.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
620.0,wp_4,3.0,,,,,,,,,,0.0,,,,,,,
