production_index,step_idx,production_workcell,qc,consent,winner_qc_list,score,production_time,transport_time,inspection_time,network_time,qc_results,actual_quality
4.0,1.0,wc_1,,0.0,,,70.0,,,,,Pass
4.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
4.0,1.0,wc_1,wc_1,0.0,"[('wc_1', 0.24999999999999994)]",0.25,,,26.0,0.008148,['Pass'],Pass
4.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
4.0,1.0,wc_1,wc_2,0.0,"[('wc_2', 0.29)]",0.29000000000000004,,,33.0,0.013375999999999999,['Fail'],Pass
4.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
4.0,1.0,wc_1,wc_3,0.0,"[('wc_3', 0.27999999999999997), ('wc_1', 0.24999999999999994)]",0.45999999999999996,,,30.0,0.014769000000000001,['Pass'],Pass
4.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
4.0,1.0,wc_1,wc_4,0.0,"[('wc_4', 0.29), ('wc_1', 0.24999999999999994), ('wc_3', 0.27999999999999997)]",0.6166,,,40.0,0.030117,['Pass'],Pass
4.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
4.0,1.0,wc_1,wc_5,1.0,"[('wc_5', 0.29), ('wc_1', 0.24999999999999994), ('wc_3', 0.27999999999999997), ('wc_4', 0.29)]",0.727786,,,31.0,0.089768,['Pass'],Pass
9.0,4.0,wc_4,,0.0,,,,103.0,,,,Fail
9.0,4.0,wc_4,,0.0,,,73.0,,,,,Fail
9.0,4.0,wc_4,,0.0,,,,0.0,,,,Fail
9.0,4.0,wc_4,wc_4,0.0,"[('wc_4', 0.29)]",0.29000000000000004,,,32.0,0.004085,['Pass'],Fail
9.0,4.0,wc_4,,0.0,,,,0.0,,,,Fail
9.0,4.0,wc_4,wc_5,0.0,"[('wc_4', 0.29)]",0.29000000000000004,,,30.0,0.013644,['Pass'],Fail
9.0,4.0,wc_4,,0.0,,,,41.0,,,,Fail
9.0,4.0,wc_4,wc_1,0.0,"[('wc_1', 0.24999999999999994), ('wc_5', 0.27999999999999997)]",0.45999999999999996,,,26.0,0.01362,['Fail'],Fail
9.0,4.0,wc_4,,0.0,,,,0.0,,,,Fail
9.0,4.0,wc_4,wc_2,0.0,"[('wc_2', 0.29), ('wc_4', 0.29)]",0.4959,,,29.0,0.010272,['Pass'],Fail
9.0,4.0,wc_4,,0.0,,,,0.0,,,,Fail
9.0,4.0,wc_4,wc_3,0.0,"[('wc_3', 0.27999999999999997), ('wc_5', 0.27999999999999997), ('wc_1', 0.24999999999999994)]",0.6112,,,30.0,0.037422000000000004,['Fail'],Fail
9.0,4.0,wc_4,,0.0,,,,101.0,,,,Fail
9.0,4.0,wc_4,wc_6,0.0,"[('wc_6', 0.21999999999999992), ('wc_5', 0.27999999999999997), ('wc_1', 0.24999999999999994), ('wc_3', 0.27999999999999997)]",0.696736,,,33.0,0.027423000000000003,['Fail'],Fail
9.0,4.0,wc_4,,0.0,,,,0.0,,,,Fail
9.0,4.0,wc_4,wc_7,0.0,"[('wc_5', 0.27999999999999997), ('wc_1', 0.24999999999999994), ('wc_3', 0.27999999999999997), ('wc_6', 0.21999999999999992)]",0.696736,,,27.0,0.030295,['Fail'],Fail
9.0,4.0,wc_4,,0.0,,,,0.0,,,,Fail
9.0,4.0,wc_4,wc_8,1.0,"[('wc_8', 0.26999999999999996), ('wc_4', 0.29), ('wc_2', 0.29), ('wc_7', 0.24999999999999994)]",0.72400525,,,25.0,0.09709100000000001,['Pass'],Fail
17.0,4.0,wc_4,,0.0,,,,301.0,,,,Pass
17.0,4.0,wc_4,,0.0,,,74.0,,,,,Pass
17.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
17.0,4.0,wc_4,wc_4,0.0,"[('wc_4', 0.29)]",0.29000000000000004,,,39.0,0.004905,['Pass'],Pass
17.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
17.0,4.0,wc_4,wc_5,0.0,"[('wc_5', 0.27999999999999997), ('wc_4', 0.29)]",0.4888,,,34.0,0.007814999999999999,['Pass'],Pass
17.0,4.0,wc_4,,0.0,,,,41.0,,,,Pass
17.0,4.0,wc_4,wc_1,0.0,"[('wc_1', 0.24999999999999994), ('wc_4', 0.29), ('wc_5', 0.27999999999999997)]",0.6166,,,32.0,0.01156,['Pass'],Pass
17.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
17.0,4.0,wc_4,wc_2,1.0,"[('wc_2', 0.29), ('wc_4', 0.29), ('wc_5', 0.27999999999999997), ('wc_1', 0.24999999999999994)]",0.727786,,,21.0,0.07889499999999999,['Pass'],Pass
24.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass
24.0,2.0,wc_2,,0.0,,,64.0,,,,,Pass
24.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass
24.0,2.0,wc_2,wc_2,0.0,"[('wc_2', 0.27999999999999997)]",0.28,,,32.0,0.008381,['Fail'],Pass
24.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass
24.0,2.0,wc_2,wc_3,0.0,"[('wc_3', 0.27999999999999997)]",0.28,,,29.0,0.010584,['Pass'],Pass
24.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass
24.0,2.0,wc_2,wc_4,0.0,"[('wc_4', 0.29), ('wc_3', 0.27999999999999997)]",0.4888,,,36.0,0.014750999999999998,['Pass'],Pass
24.0,2.0,wc_2,,0.0,,,,0.0,,,,Pass
24.0,2.0,wc_2,wc_5,0.0,"[('wc_5', 0.27999999999999997), ('wc_3', 0.27999999999999997), ('wc_4', 0.29)]",0.631936,,,35.0,0.017705000000000002,['Pass'],Pass
24.0,2.0,wc_2,,0.0,,,,41.0,,,,Pass
24.0,2.0,wc_2,wc_1,1.0,"[('wc_1', 0.24999999999999994), ('wc_3', 0.27999999999999997), ('wc_4', 0.29), ('wc_5', 0.27999999999999997)]",0.7239519999999999,,,33.0,0.08855400000000002,['Pass'],Pass
31.0,3.0,wc_3,,0.0,,,,0.0,,,,Fail
31.0,3.0,wc_3,,0.0,,,66.0,,,,,Fail
31.0,3.0,wc_3,,0.0,,,,0.0,,,,Fail
31.0,3.0,wc_3,wc_3,0.0,"[('wc_3', 0.27999999999999997)]",0.28,,,24.0,0.006718,['Fail'],Fail
31.0,3.0,wc_3,,0.0,,,,0.0,,,,Fail
31.0,3.0,wc_3,wc_4,0.0,"[('wc_4', 0.29), ('wc_3', 0.27999999999999997)]",0.4888,,,36.0,0.013809,['Fail'],Fail
31.0,3.0,wc_3,,0.0,,,,0.0,,,,Fail
31.0,3.0,wc_3,wc_5,0.0,"[('wc_5', 0.27999999999999997), ('wc_3', 0.27999999999999997), ('wc_4', 0.29)]",0.631936,,,33.0,0.019298000000000003,['Fail'],Fail
31.0,3.0,wc_3,,0.0,,,,41.0,,,,Fail
31.0,3.0,wc_3,wc_1,1.0,"[('wc_1', 0.23999999999999994), ('wc_3', 0.27999999999999997), ('wc_4', 0.29), ('wc_5', 0.27999999999999997)]",0.72027136,,,21.0,0.071792,['Fail'],Fail
37.0,3.0,wc_3,,0.0,,,,0.0,,,,Fail
37.0,3.0,wc_3,,0.0,,,62.0,,,,,Fail
