time_step,workpiece_id,step_idx,production_workcell,actual_quality,state,qc,consent,winner_qc_list,score,qc_results,production_time,transport_time,inspection_time,network_time,in_winner_counter,in_qc_counter,score_error,qc_score,qc_capability
1.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
2.0,wp_1,1.0,wc_1,"{'Pass': 83, 'Fail': 17}",['Pass'],,,,,,68.0,,,,,,,,
71.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
71.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
72.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.86)]",0.86,['Pass'],,,28.0,0.002357,0.0,0.0,-0.86,0.86,0.6
101.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
102.0,wp_1,1.0,,,,wc_2,0.0,"[('wc_2', 0.59), ('wc_1', 0.86)]",0.9426,['Pass'],,,31.0,0.004909,0.0,0.0,-0.59,0.59,0.5
134.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
100.0,wp_2,1.0,wc_1,"{'Pass': 91, 'Fail': 9}",['Pass'],,,,,,52.0,,,,,,,,
153.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
153.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
135.0,wp_1,1.0,,,,wc_3,1.0,"[('wc_3', 0.11), ('wc_1', 0.86), ('wc_2', 0.59)]",0.948914,['Pass'],,,34.0,0.04421599999999999,1.0,1.0,0.89,0.11,0.1
171.0,wp_1,3.0,,,,,,,,,,0.0,,,,,,,
154.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.86)]",0.86,['Pass'],,,25.0,0.002186,1.0,1.0,0.14,0.86,0.6
180.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
181.0,wp_2,1.0,,,,wc_2,0.0,"[('wc_2', 0.59), ('wc_1', 0.86)]",0.9426,['Pass'],,,37.0,0.004241,1.0,1.0,0.41000000000000003,0.59,0.5
219.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
179.0,wp_3,1.0,wc_1,"{'Pass': 67, 'Fail': 33}",['Pass'],,,,,,77.0,,,,,,,,
257.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
257.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
231.0,wp_2,1.0,,,,wc_3,0.0,"[('wc_1', 0.86), ('wc_2', 0.59)]",0.9426,['Pass'],,,28.0,0.006061,1.0,1.0,0.89,0.11,0.1
201.0,wp_1,3.0,wc_3,"{'Pass': 59, 'Fail': 41}",['Pass'],,,,,,59.0,,,,,,,,
260.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
261.0,wp_1,3.0,,,,,,,,,,0.0,,,,,,,
262.0,wp_1,3.0,,,,wc_3,0.0,"[('wc_3', 0.11)]",0.10999999999999999,['Pass'],,,20.0,0.0149,1.0,1.0,0.89,0.11,0.1
283.0,wp_1,3.0,,,,,,,,,,0.0,,,,,,,
258.0,wp_3,1.0,,,,wc_1,0.0,"[('wc_1', 0.86)]",0.86,['Pass'],,,25.0,0.003818,1.0,1.0,0.14,0.86,0.6
