time_step,workpiece_id,step_idx,production_workcell,actual_quality,state,qc,consent,winner_qc_list,score,qc_results,production_time,transport_time,inspection_time,network_time,in_winner_counter,in_qc_counter,score_error,qc_score,qc_capability
1.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
2.0,wp_1,1.0,wc_1,"{'Pass': 72, 'Fail': 28}",['Pass'],,,,,,54.0,,,,,,,,
57.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
57.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
58.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.13)]",0.13,['Fail'],,,33.0,0.002343,0.0,0.0,-0.13,0.13,0.1
92.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
93.0,wp_1,1.0,,,,wc_2,0.0,"[('wc_2', 0.62)]",0.62,['Pass'],,,22.0,0.004298,0.0,0.0,-0.62,0.62,0.5
116.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
117.0,wp_1,1.0,,,,wc_3,0.0,"[('wc_2', 0.62)]",0.62,['Pass'],,,35.0,0.00716,0.0,0.0,-0.35,0.35,0.3
153.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
91.0,wp_2,1.0,wc_1,"{'Pass': 63, 'Fail': 37}",['Pass'],,,,,,74.0,,,,,,,,
166.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
166.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
154.0,wp_1,1.0,,,,wc_4,0.0,"[('wc_4', 0.82), ('wc_1', 0.13), ('wc_3', 0.35)]",0.89821,['Fail'],,,26.0,0.009341,0.0,0.0,-0.82,0.82,0.7
181.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
167.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.13)]",0.13,['Pass'],,,33.0,0.002219,0.0,0.0,-0.13,0.13,0.1
201.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
182.0,wp_1,1.0,,,,wc_5,0.0,"[('wc_5', 0.99), ('wc_2', 0.62)]",0.9962,['Pass'],,,31.0,0.010288,0.0,0.0,-0.99,0.99,1.0
214.0,wp_1,1.0,,,,,,,,,,61.0,,,,,,,
