time_step,workpiece_id,step_idx,production_workcell,actual_quality,state,qc,consent,winner_qc_list,score,qc_results,production_time,transport_time,inspection_time,network_time,in_winner_counter,in_qc_counter,score_error,qc_score,qc_capability
1.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
2.0,wp_1,1.0,wc_1,"{'Pass': 100, 'Fail': 0}",['Pass'],,,,,,66.0,,,,,,,,
69.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
69.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
70.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.6)]",0.6,['Pass'],,,22.0,0.002157,0.0,0.0,-0.6,0.6,0.5
93.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
94.0,wp_1,1.0,,,,wc_2,0.0,"[('wc_2', 0.23), ('wc_1', 0.6)]",0.692,['Pass'],,,34.0,0.0054269999999999995,0.0,0.0,-0.23,0.23,0.2
129.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
92.0,wp_2,1.0,wc_1,"{'Pass': 46, 'Fail': 54}",['Fail'],,,,,,51.0,,,,,,,,
144.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
144.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
130.0,wp_1,1.0,,,,wc_3,0.0,"[('wc_3', 0.52), ('wc_1', 0.6), ('wc_2', 0.23)]",0.85216,['Pass'],,,36.0,0.006249,0.0,0.0,-0.52,0.52,0.4
167.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
145.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.6)]",0.6,['Fail'],,,30.0,0.00317,0.0,0.0,-0.6,0.6,0.5
176.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
168.0,wp_1,1.0,,,,wc_4,1.0,"[('wc_4', 0.67), ('wc_1', 0.6), ('wc_2', 0.23), ('wc_3', 0.52)]",0.9512128,['Pass'],,,35.0,0.039906000000000004,1.0,1.0,0.32999999999999996,0.67,0.6
177.0,wp_2,1.0,,,,wc_2,0.0,"[('wc_1', 0.6)]",0.6,['Fail'],,,27.0,0.00432,1.0,1.0,0.77,0.23,0.2
205.0,wp_1,3.0,,,,,,,,,,103.0,,,,,,,
205.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
175.0,wp_3,1.0,wc_1,"{'Pass': 73, 'Fail': 27}",['Pass'],,,,,,53.0,,,,,,,,
229.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
229.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
206.0,wp_2,1.0,,,,wc_3,0.0,"[('wc_3', 0.52), ('wc_2', 0.23)]",0.6304000000000001,['Pass'],,,25.0,0.006173,1.0,1.0,0.48,0.52,0.4
232.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
230.0,wp_3,1.0,,,,wc_1,0.0,"[('wc_1', 0.6)]",0.6,['Pass'],,,29.0,0.004042,1.0,1.0,0.4,0.6,0.5
260.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
233.0,wp_2,1.0,,,,wc_4,0.0,"[('wc_4', 0.67), ('wc_2', 0.23), ('wc_3', 0.52)]",0.878032,['Pass'],,,28.0,0.009743,1.0,1.0,0.32999999999999996,0.67,0.6
262.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
261.0,wp_3,1.0,,,,wc_2,0.0,"[('wc_1', 0.6)]",0.6,['Pass'],,,22.0,0.005122,1.0,1.0,0.77,0.23,0.2
284.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
263.0,wp_2,1.0,,,,wc_5,1.0,"[('wc_5', 0.3), ('wc_2', 0.23), ('wc_3', 0.52), ('wc_4', 0.67)]",0.9146224000000001,['Pass'],,,33.0,0.041379,1.0,2.0,0.2,0.3,0.2
285.0,wp_3,1.0,,,,wc_3,0.0,"[('wc_3', 0.52), ('wc_2', 0.23)]",0.6304000000000001,['Fail'],,,38.0,0.005778999999999999,2.0,2.0,0.48,0.52,0.4
324.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
259.0,wp_4,1.0,wc_1,"{'Pass': 77, 'Fail': 23}",['Pass'],,,,,,71.0,,,,,,,,
331.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
331.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
325.0,wp_3,1.0,,,,wc_4,0.0,"[('wc_4', 0.67), ('wc_1', 0.6)]",0.868,['Pass'],,,22.0,0.011181,2.0,2.0,0.32999999999999996,0.67,0.6
348.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
332.0,wp_4,1.0,,,,wc_1,0.0,"[('wc_1', 0.6)]",0.6,['Pass'],,,40.0,0.005379,1.0,2.0,-0.09999999999999998,0.6,0.5
373.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
349.0,wp_3,1.0,,,,wc_5,0.0,"[('wc_1', 0.6), ('wc_4', 0.67)]",0.868,['Pass'],,,38.0,0.010708,1.0,2.0,0.2,0.3,0.2
388.0,wp_3,1.0,,,,,,,,,,61.0,,,,,,,
324.0,wp_1,3.0,wc_3,"{'Pass': 85, 'Fail': 15}",['Pass'],,,,,,73.0,,,,,,,,
398.0,wp_1,3.0,,,,,,,,,,0.0,,,,,,,
374.0,wp_4,1.0,,,,wc_2,0.0,"[('wc_2', 0.23), ('wc_1', 0.6)]",0.692,['Pass'],,,37.0,0.007319000000000001,2.0,2.0,0.77,0.23,0.2
412.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
372.0,wp_5,1.0,wc_1,"{'Pass': 71, 'Fail': 29}",['Pass'],,,,,,51.0,,,,,,,,
424.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
425.0,wp_2,1.0,,,,,,,,,,41.0,,,,,,,
399.0,wp_1,3.0,,,,wc_3,0.0,"[('wc_3', 0.52)]",0.52,['Pass'],,,34.0,0.00426,2.0,2.0,0.48,0.52,0.4
434.0,wp_1,3.0,,,,,,,,,,0.0,,,,,,,
413.0,wp_4,1.0,,,,wc_4,0.0,"[('wc_4', 0.67), ('wc_1', 0.6), ('wc_2', 0.23)]",0.89836,['Pass'],,,26.0,0.013094,2.0,2.0,0.32999999999999996,0.67,0.6
440.0,wp_4,1.0,,,,,,,,,,101.0,,,,,,,
435.0,wp_1,3.0,,,,wc_5,0.0,"[('wc_5', 0.3), ('wc_3', 0.52)]",0.664,['Pass'],,,25.0,0.010671,1.0,2.0,0.2,0.3,0.2
461.0,wp_1,3.0,,,,,,,,,,61.0,,,,,,,
425.0,wp_5,1.0,,,,wc_1,0.0,"[('wc_1', 0.6)]",0.6,['Pass'],,,39.0,0.005154,1.0,2.0,-0.09999999999999998,0.6,0.5
465.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
449.0,wp_3,1.0,,,,wc_6,1.0,"[('wc_6', 0.48), ('wc_1', 0.6), ('wc_4', 0.67)]",0.93136,['Pass'],,,32.0,0.04396000000000001,1.0,3.0,-0.14666666666666667,0.48,0.4
483.0,wp_3,2.0,,,,,,,,,,222.0,,,,,,,
466.0,wp_5,1.0,,,,wc_3,0.0,"[('wc_1', 0.6)]",0.6,['Pass'],,,37.0,0.006939,2.0,3.0,0.1466666666666666,0.52,0.4
504.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
466.0,wp_2,1.0,wc_1,"{'Pass': 91, 'Fail': 9}",['Pass'],,,,,,60.0,,,,,,,,
527.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
505.0,wp_5,1.0,,,,wc_4,0.0,"[('wc_4', 0.67), ('wc_1', 0.6)]",0.868,['Pass'],,,26.0,0.014072,3.0,3.0,0.32999999999999996,0.67,0.6
532.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
522.0,wp_1,3.0,,,,wc_2,0.0,"[('wc_3', 0.52), ('wc_5', 0.3)]",0.664,['Pass'],,,23.0,0.007904000000000001,2.0,3.0,0.43666666666666665,0.23,0.2
546.0,wp_1,3.0,,,,,,,,,,0.0,,,,,,,
533.0,wp_5,1.0,,,,wc_5,1.0,"[('wc_5', 0.3), ('wc_1', 0.6), ('wc_4', 0.67)]",0.9076,['Pass'],,,30.0,0.038191,2.0,4.0,0.2,0.3,0.2
565.0,wp_5,4.0,,,,,,,,,,103.0,,,,,,,
528.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.6)]",0.6,['Pass'],,,39.0,0.004099,3.0,4.0,0.15000000000000002,0.6,0.5
568.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
547.0,wp_1,3.0,,,,wc_4,0.0,"[('wc_4', 0.67), ('wc_3', 0.52), ('wc_5', 0.3)]",0.88912,['Pass'],,,23.0,0.008145,4.0,4.0,0.32999999999999996,0.67,0.6
571.0,wp_1,3.0,,,,,,,,,,61.0,,,,,,,
541.0,wp_4,1.0,,,,wc_7,1.0,"[('wc_7', 0.37), ('wc_1', 0.6), ('wc_2', 0.23), ('wc_4', 0.67)]",0.9359668,['Pass'],,,32.0,0.057649,1.0,5.0,-0.16999999999999998,0.37,0.3
575.0,wp_4,3.0,,,,,,,,,,301.0,,,,,,,
569.0,wp_2,1.0,,,,wc_2,0.0,"[('wc_1', 0.6)]",0.6,['Pass'],,,40.0,0.005392,3.0,5.0,0.37,0.23,0.2
610.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
611.0,wp_2,1.0,,,,wc_3,0.0,"[('wc_3', 0.52), ('wc_1', 0.6)]",0.808,['Pass'],,,32.0,0.005489000000000001,2.0,5.0,-0.12,0.52,0.4
644.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
632.0,wp_1,3.0,,,,wc_1,1.0,"[('wc_1', 0.6), ('wc_3', 0.52), ('wc_5', 0.3), ('wc_4', 0.67)]",0.955648,['Pass'],,,23.0,0.038252999999999995,5.0,6.0,0.2333333333333334,0.6,0.5
645.0,wp_2,1.0,,,,wc_4,1.0,"[('wc_4', 0.67), ('wc_1', 0.6), ('wc_3', 0.52)]",0.93664,['Pass'],,,28.0,0.046444,7.0,7.0,0.32999999999999996,0.67,0.6
673.0,wp_5,4.0,wc_4,"{'Pass': 47, 'Fail': 53}",['Fail'],,,,,,52.0,,,,,,,,
726.0,wp_5,4.0,,,,,,,,,,0.0,,,,,,,
727.0,wp_1,4.0,,,,,,,,,,0.0,,,,,,,
727.0,wp_5,4.0,,,,wc_4,0.0,"[('wc_4', 0.67)]",0.67,['Fail'],,,20.0,0.002203,7.0,7.0,0.32999999999999996,0.67,0.6
748.0,wp_5,4.0,,,,,,,,,,0.0,,,,,,,
705.0,wp_3,2.0,wc_2,"{'Pass': 71, 'Fail': 29}",['Pass'],,,,,,61.0,,,,,,,,
767.0,wp_3,2.0,,,,,,,,,,0.0,,,,,,,
768.0,wp_2,2.0,,,,,,,,,,81.0,,,,,,,
749.0,wp_5,4.0,,,,wc_5,0.0,"[('wc_5', 0.3), ('wc_4', 0.67)]",0.769,['Fail'],,,27.0,0.005055,3.0,7.0,0.12857142857142856,0.3,0.2
777.0,wp_5,4.0,,,,,,,,,,41.0,,,,,,,
768.0,wp_3,2.0,,,,wc_2,0.0,"[('wc_2', 0.23)]",0.22999999999999998,['Fail'],,,30.0,0.002355,3.0,7.0,0.19857142857142854,0.23,0.2
799.0,wp_3,2.0,,,,,,,,,,0.0,,,,,,,
748.0,wp_1,4.0,wc_4,"{'Pass': 89, 'Fail': 11}",['Pass'],,,,,,69.0,,,,,,,,
818.0,wp_1,4.0,,,,,,,,,,0.0,,,,,,,
800.0,wp_3,2.0,,,,wc_3,0.0,"[('wc_3', 0.52)]",0.52,['Pass'],,,28.0,0.005829,4.0,7.0,0.05142857142857138,0.52,0.4
829.0,wp_3,2.0,,,,,,,,,,0.0,,,,,,,
819.0,wp_1,4.0,,,,wc_4,0.0,"[('wc_4', 0.67)]",0.67,['Pass'],,,26.0,0.012244000000000001,7.0,7.0,0.32999999999999996,0.67,0.6
846.0,wp_1,4.0,,,,,,,,,,81.0,,,,,,,
818.0,wp_5,4.0,,,,wc_1,0.0,"[('wc_4', 0.67), ('wc_5', 0.3)]",0.769,['Fail'],,,36.0,0.007943,6.0,7.0,0.2571428571428571,0.6,0.5
855.0,wp_5,4.0,,,,,,,,,,0.0,,,,,,,
830.0,wp_3,2.0,,,,wc_5,0.0,"[('wc_5', 0.3), ('wc_3', 0.52)]",0.664,['Pass'],,,26.0,0.006341,3.0,7.0,0.12857142857142856,0.3,0.2
857.0,wp_3,2.0,,,,,,,,,,41.0,,,,,,,
856.0,wp_5,4.0,,,,wc_3,0.0,"[('wc_3', 0.52), ('wc_4', 0.67), ('wc_5', 0.3)]",0.88912,['Fail'],,,26.0,0.014237,4.0,7.0,0.05142857142857138,0.52,0.4
883.0,wp_5,4.0,,,,,,,,,,101.0,,,,,,,
898.0,wp_3,2.0,,,,wc_1,0.0,"[('wc_1', 0.6), ('wc_3', 0.52), ('wc_5', 0.3)]",0.8656,['Pass'],,,20.0,0.00859,6.0,7.0,0.2571428571428571,0.6,0.5
919.0,wp_3,2.0,,,,,,,,,,0.0,,,,,,,
920.0,wp_3,2.0,,,,wc_4,1.0,"[('wc_4', 0.67), ('wc_3', 0.52), ('wc_5', 0.3), ('wc_1', 0.6)]",0.955648,['Pass'],,,38.0,0.04153099999999999,8.0,8.0,0.32999999999999996,0.67,0.6
883.0,wp_4,3.0,wc_3,"{'Pass': 80, 'Fail': 20}",['Pass'],,,,,,76.0,,,,,,,,
960.0,wp_3,4.0,,,,,,,,,,0.0,,,,,,,
960.0,wp_4,3.0,,,,,,,,,,0.0,,,,,,,
