production_index,step_idx,production_workcell,qc,consent,winner_qc_list,score,production_time,transport_time,inspection_time,network_time,qc_results,actual_quality
1.0,1.0,wc_1,,0.0,,,62.0,,,,,Pass
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
1.0,1.0,wc_1,wc_1,0.0,"[('wc_1', 0.27999999999999997)]",0.28,,,30.0,0.006357,['Pass'],Pass
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
1.0,1.0,wc_1,wc_2,0.0,"[('wc_2', 0.3)]",0.30000000000000004,,,27.0,0.005516999999999999,['Fail'],Pass
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
1.0,1.0,wc_1,wc_3,0.0,"[('wc_3', 0.3), ('wc_1', 0.27999999999999997)]",0.496,,,26.0,0.016732,['Pass'],Pass
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
1.0,1.0,wc_1,wc_4,0.0,"[('wc_4', 0.3), ('wc_1', 0.27999999999999997), ('wc_3', 0.3)]",0.6472,,,35.0,0.024820000000000002,['Pass'],Pass
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
1.0,1.0,wc_1,wc_5,0.0,"[('wc_5', 0.3), ('wc_1', 0.27999999999999997), ('wc_3', 0.3), ('wc_4', 0.3)]",0.75304,,,32.0,0.023287000000000002,['Pass'],Pass
1.0,1.0,wc_1,,0.0,,,,61.0,,,,Pass
1.0,1.0,wc_1,wc_6,0.0,"[('wc_6', 0.27999999999999997), ('wc_1', 0.27999999999999997), ('wc_3', 0.3), ('wc_4', 0.3), ('wc_5', 0.3)]",0.8221888,,,20.0,0.030008,['Pass'],Pass
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
1.0,1.0,wc_1,wc_7,0.0,"[('wc_7', 0.25999999999999995), ('wc_1', 0.27999999999999997), ('wc_3', 0.3), ('wc_4', 0.3), ('wc_5', 0.3), ('wc_6', 0.27999999999999997)]",0.868419712,,,22.0,0.034991999999999995,['Pass'],Pass
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass
1.0,1.0,wc_1,wc_8,1.0,"[('wc_8', 0.25999999999999995), ('wc_1', 0.27999999999999997), ('wc_3', 0.3), ('wc_4', 0.3), ('wc_5', 0.3), ('wc_6', 0.27999999999999997), ('wc_7', 0.25999999999999995)]",0.90263058688,,,28.0,0.086341,['Pass'],Pass
3.0,4.0,wc_4,,0.0,,,,301.0,,,,Pass
3.0,4.0,wc_4,,0.0,,,69.0,,,,,Pass
3.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
3.0,4.0,wc_4,wc_4,0.0,"[('wc_4', 0.3)]",0.30000000000000004,,,32.0,0.005445,['Fail'],Pass
3.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
3.0,4.0,wc_4,wc_5,0.0,"[('wc_5', 0.3), ('wc_4', 0.3)]",0.51,,,21.0,0.015677,['Fail'],Pass
3.0,4.0,wc_4,,0.0,,,,41.0,,,,Pass
3.0,4.0,wc_4,wc_1,0.0,"[('wc_4', 0.3), ('wc_5', 0.3)]",0.51,,,21.0,0.022257,['Fail'],Pass
3.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
3.0,4.0,wc_4,wc_2,0.0,"[('wc_2', 0.3), ('wc_4', 0.3), ('wc_5', 0.3)]",0.657,,,33.0,0.030257,['Fail'],Pass
3.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
3.0,4.0,wc_4,wc_3,0.0,"[('wc_4', 0.3), ('wc_5', 0.3), ('wc_2', 0.3)]",0.657,,,39.0,0.023727,['Fail'],Pass
3.0,4.0,wc_4,,0.0,,,,101.0,,,,Pass
3.0,4.0,wc_4,wc_6,0.0,"[('wc_4', 0.3), ('wc_5', 0.3), ('wc_2', 0.3)]",0.657,,,27.0,0.025472,['Fail'],Pass
3.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
3.0,4.0,wc_4,wc_7,0.0,"[('wc_7', 0.25999999999999995), ('wc_1', 0.27999999999999997), ('wc_3', 0.3), ('wc_6', 0.27999999999999997)]",0.7314688,,,25.0,0.040551,['Pass'],Pass
3.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
3.0,4.0,wc_4,wc_8,0.0,"[('wc_8', 0.24999999999999994), ('wc_4', 0.3), ('wc_5', 0.3), ('wc_2', 0.3)]",0.74275,,,20.0,0.047243999999999994,['Fail'],Pass
3.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
3.0,4.0,wc_4,wc_9,0.0,"[('wc_9', 0.27999999999999997), ('wc_4', 0.3), ('wc_5', 0.3), ('wc_2', 0.3), ('wc_8', 0.24999999999999994)]",0.8147800000000001,,,31.0,0.035108,['Fail'],Pass
3.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
3.0,4.0,wc_4,wc_10,0.0,"[('wc_10', 0.26999999999999996), ('wc_4', 0.3), ('wc_5', 0.3), ('wc_2', 0.3), ('wc_8', 0.24999999999999994), ('wc_9', 0.27999999999999997)]",0.8647894,,,33.0,0.03754600000000001,['Fail'],Pass
3.0,4.0,wc_4,,0.0,,,,0.0,,,,Pass
3.0,4.0,wc_4,wc_11,0.0,"[('wc_4', 0.3), ('wc_5', 0.3), ('wc_2', 0.3), ('wc_8', 0.24999999999999994), ('wc_9', 0.27999999999999997), ('wc_10', 0.26999999999999996)]",0.8647894,,,20.0,0.033333,['Fail'],Pass
3.0,4.0,wc_4,,0.0,,,,61.0,,,,Pass
