production_index,step_idx,production_workcell,qc,consent,winner_qc_list,score,production_time,transport_time,inspection_time,network_time,qc_results,actual_quality,qc_score,score_error,in_winner_counter,in_qc_counter,qc_capability
1.0,1.0,wc_1,,0.0,,,78.0,,,,,Pass,,,,,
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
1.0,1.0,wc_1,wc_1,0.0,"[('wc_1', 0.18)]",0.17999999999999994,,,31.0,0.001976,['Fail'],Pass,0.18,-0.08476190476190476,0.0,0.0,0.1
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
1.0,1.0,wc_1,wc_2,0.0,"[('wc_2', 0.8700000000000007)]",0.8700000000000007,,,29.0,0.004437999999999999,['Pass'],Pass,0.8700000000000007,-0.7700000000000007,0.0,0.0,0.9
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
1.0,1.0,wc_1,wc_3,0.0,"[('wc_3', 0.5400000000000004), ('wc_2', 0.8700000000000007)]",0.9402000000000004,,,38.0,0.005777,['Pass'],Pass,0.5400000000000004,-0.49238095238095275,0.0,0.0,0.6
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
1.0,1.0,wc_1,wc_4,0.0,"[('wc_2', 0.8700000000000007), ('wc_3', 0.5400000000000004)]",0.9402000000000004,,,30.0,0.01073,['Pass'],Pass,0.5000000000000003,-0.5000000000000003,0.0,0.0,0.4
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
1.0,1.0,wc_1,wc_5,0.0,"[('wc_2', 0.8700000000000007), ('wc_3', 0.5400000000000004)]",0.9402000000000004,,,40.0,0.010567,['Pass'],Pass,0.18,-0.08476190476190476,0.0,0.0,0.1
1.0,1.0,wc_1,,0.0,,,,61.0,,,,Pass,,,,,
1.0,1.0,wc_1,wc_6,0.0,"[('wc_2', 0.8700000000000007), ('wc_3', 0.5400000000000004)]",0.9402000000000004,,,33.0,0.013706999999999999,['Pass'],Pass,0.3900000000000001,-0.021578947368421197,0.0,0.0,0.3
1.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
1.0,1.0,wc_1,wc_7,1.0,"[('wc_7', 0.9900000000000008), ('wc_2', 0.8700000000000007), ('wc_3', 0.5400000000000004)]",0.999402,,,26.0,0.047368,['Pass'],Pass,0.9900000000000008,-0.5689473684210534,0.0,0.0,0.9
2.0,3.0,wc_3,,0.0,,,,301.0,,,,Pass,,,,,
2.0,3.0,wc_3,,0.0,,,75.0,,,,,Pass,,,,,
2.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
2.0,3.0,wc_3,wc_3,0.0,"[('wc_3', 0.5400000000000004)]",0.5400000000000004,,,20.0,0.002354,['Pass'],Pass,0.5400000000000004,0.45999999999999963,1.0,1.0,0.6
2.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
2.0,3.0,wc_3,wc_4,0.0,"[('wc_4', 0.5000000000000003), ('wc_3', 0.5400000000000004)]",0.7700000000000004,,,24.0,0.0041010000000000005,['Pass'],Pass,0.5000000000000003,-0.5000000000000003,0.0,1.0,0.4
2.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
2.0,3.0,wc_3,wc_5,0.0,"[('wc_5', 0.18), ('wc_3', 0.5400000000000004), ('wc_4', 0.5000000000000003)]",0.8114000000000003,,,20.0,0.007375999999999999,['Pass'],Pass,0.18,-0.18,0.0,1.0,0.1
2.0,3.0,wc_3,,0.0,,,,41.0,,,,Pass,,,,,
2.0,3.0,wc_3,wc_1,0.0,"[('wc_1', 0.18), ('wc_3', 0.5400000000000004), ('wc_4', 0.5000000000000003), ('wc_5', 0.18)]",0.8453480000000002,,,30.0,0.016744,['Pass'],Pass,0.18,-0.18,0.0,1.0,0.1
2.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
2.0,3.0,wc_3,wc_2,1.0,"[('wc_2', 0.8700000000000007), ('wc_3', 0.5400000000000004), ('wc_4', 0.5000000000000003), ('wc_5', 0.18), ('wc_1', 0.18)]",0.9798952400000002,,,31.0,0.046142,['Pass'],Pass,0.8700000000000007,0.12999999999999934,2.0,2.0,0.9
4.0,2.0,wc_2,,0.0,,,,0.0,,,,Fail,,,,,
4.0,2.0,wc_2,,0.0,,,67.0,,,,,Fail,,,,,
