production_index,step_idx,production_workcell,qc,consent,winner_qc_list,score,production_time,transport_time,inspection_time,network_time,qc_results,actual_quality,qc_score,score_error,in_winner_counter,in_qc_counter,qc_capability
0.0,1.0,wc_1,,0.0,,,54.0,,,,,Fail,,,,,
0.0,1.0,wc_1,,0.0,,,,0.0,,,,Fail,,,,,
0.0,1.0,wc_1,wc_1,0.0,"[('wc_1', 0.18)]",0.17999999999999994,,,30.0,0.00251,['Fail'],Fail,0.18,-0.18,0.0,0.0,0.1
0.0,1.0,wc_1,,0.0,,,,0.0,,,,Fail,,,,,
0.0,1.0,wc_1,wc_2,0.0,"[('wc_2', 0.8700000000000007), ('wc_1', 0.18)]",0.8934000000000005,,,33.0,0.00409,['Fail'],Fail,0.8700000000000007,-0.8700000000000007,0.0,0.0,0.9
0.0,1.0,wc_1,,0.0,,,,0.0,,,,Fail,,,,,
0.0,1.0,wc_1,wc_3,1.0,"[('wc_3', 0.5400000000000004), ('wc_1', 0.18), ('wc_2', 0.8700000000000007)]",0.9509640000000003,,,27.0,0.04049199999999999,['Fail'],Fail,0.5400000000000004,0.45999999999999963,1.0,1.0,0.6
10.0,1.0,wc_1,,0.0,,,,81.0,,,,Pass,,,,,
10.0,1.0,wc_1,,0.0,,,77.0,,,,,Pass,,,,,
10.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
10.0,1.0,wc_1,wc_1,0.0,"[('wc_1', 0.18)]",0.17999999999999994,,,23.0,0.003661,['Fail'],Pass,0.18,0.8200000000000001,1.0,1.0,0.1
10.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
10.0,1.0,wc_1,wc_2,0.0,"[('wc_2', 0.8700000000000007), ('wc_1', 0.18)]",0.8934000000000005,,,21.0,0.004494,['Fail'],Pass,0.8700000000000007,0.12999999999999934,1.0,1.0,0.9
10.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
10.0,1.0,wc_1,wc_3,0.0,"[('wc_1', 0.18), ('wc_2', 0.8700000000000007)]",0.8934000000000005,,,22.0,0.005766,['Fail'],Pass,0.5400000000000004,0.45999999999999963,1.0,1.0,0.6
10.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
10.0,1.0,wc_1,wc_4,0.0,"[('wc_1', 0.18), ('wc_2', 0.8700000000000007)]",0.8934000000000005,,,34.0,0.008085,['Fail'],Pass,0.5000000000000003,-0.5000000000000003,0.0,1.0,0.4
10.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
10.0,1.0,wc_1,wc_5,0.0,"[('wc_1', 0.18), ('wc_2', 0.8700000000000007)]",0.8934000000000005,,,33.0,0.010049,['Fail'],Pass,0.18,-0.18,0.0,1.0,0.1
10.0,1.0,wc_1,,0.0,,,,61.0,,,,Pass,,,,,
10.0,1.0,wc_1,wc_6,1.0,"[('wc_6', 0.3900000000000001), ('wc_1', 0.18), ('wc_2', 0.8700000000000007)]",0.9349740000000003,,,22.0,0.048562999999999995,['Fail'],Pass,0.3900000000000001,0.10999999999999988,1.0,2.0,0.3
13.0,3.0,wc_3,,0.0,,,,321.0,,,,Fail,,,,,
13.0,3.0,wc_3,,0.0,,,67.0,,,,,Fail,,,,,
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Fail,,,,,
13.0,3.0,wc_3,wc_3,0.0,"[('wc_3', 0.5400000000000004)]",0.5400000000000004,,,38.0,0.002438,['Fail'],Fail,0.5400000000000004,-0.04000000000000037,1.0,2.0,0.6
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Fail,,,,,
13.0,3.0,wc_3,wc_4,0.0,"[('wc_4', 0.5000000000000003), ('wc_3', 0.5400000000000004)]",0.7700000000000004,,,32.0,0.004216,['Fail'],Fail,0.5000000000000003,-0.5000000000000003,0.0,2.0,0.4
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Fail,,,,,
13.0,3.0,wc_3,wc_5,0.0,"[('wc_5', 0.18), ('wc_3', 0.5400000000000004), ('wc_4', 0.5000000000000003)]",0.8114000000000003,,,32.0,0.010239999999999999,['Fail'],Fail,0.18,-0.18,0.0,2.0,0.1
13.0,3.0,wc_3,,0.0,,,,41.0,,,,Fail,,,,,
13.0,3.0,wc_3,wc_1,0.0,"[('wc_1', 0.18), ('wc_3', 0.5400000000000004), ('wc_4', 0.5000000000000003), ('wc_5', 0.18)]",0.8453480000000002,,,29.0,0.008192,['Fail'],Fail,0.18,0.8200000000000001,2.0,2.0,0.1
13.0,3.0,wc_3,,0.0,,,,0.0,,,,Fail,,,,,
13.0,3.0,wc_3,wc_2,1.0,"[('wc_2', 0.8700000000000007), ('wc_3', 0.5400000000000004), ('wc_4', 0.5000000000000003), ('wc_5', 0.18), ('wc_1', 0.18)]",0.9798952400000002,,,26.0,0.038879,['Fail'],Fail,0.8700000000000007,0.12999999999999934,3.0,3.0,0.9
14.0,3.0,wc_3,,0.0,,,,0.0,,,,Pass,,,,,
