time_step,workpiece_id,step_idx,production_workcell,actual_quality,state,qc,consent,winner_qc_list,score,qc_results,production_time,transport_time,inspection_time,network_time,in_winner_counter,in_qc_counter,score_error,qc_score,qc_capability
1.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
2.0,wp_1,1.0,wc_1,"{'Pass': 57, 'Fail': 43}",['Pass'],,,,,,71.0,,,,,,,,
74.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
74.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
75.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.68)]",0.68,['Pass'],,,27.0,0.002409,0.0,0.0,-0.68,0.68,0.4
103.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
104.0,wp_1,1.0,,,,wc_2,0.0,"[('wc_2', 0.87), ('wc_1', 0.68)]",0.9584,['Pass'],,,25.0,0.0041080000000000005,0.0,0.0,-0.87,0.87,0.9
130.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
131.0,wp_1,1.0,,,,wc_3,1.0,"[('wc_3', 0.86), ('wc_1', 0.68), ('wc_2', 0.87)]",0.994176,['Pass'],,,40.0,0.042724,1.0,1.0,0.14,0.86,0.7
173.0,wp_1,2.0,,,,,,,,,,101.0,,,,,,,
102.0,wp_2,1.0,wc_1,"{'Pass': 38, 'Fail': 62}",['Fail'],,,,,,80.0,,,,,,,,
183.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
183.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
184.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.68)]",0.68,['Fail'],,,38.0,0.002968,1.0,1.0,0.31999999999999995,0.68,0.4
223.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
224.0,wp_2,1.0,,,,wc_2,0.0,"[('wc_2', 0.87), ('wc_1', 0.68)]",0.9584,['Fail'],,,31.0,0.004238,1.0,1.0,0.13,0.87,0.9
256.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
222.0,wp_3,1.0,wc_1,"{'Pass': 43, 'Fail': 57}",['Fail'],,,,,,52.0,,,,,,,,
275.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
275.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
257.0,wp_2,1.0,,,,wc_3,0.0,"[('wc_1', 0.68), ('wc_2', 0.87)]",0.9584,['Fail'],,,33.0,0.006196,1.0,1.0,0.14,0.86,0.7
291.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
276.0,wp_3,1.0,,,,wc_1,0.0,"[('wc_1', 0.68)]",0.68,['Pass'],,,37.0,0.003369,1.0,1.0,0.31999999999999995,0.68,0.4
