time_step,workpiece_id,step_idx,production_workcell,actual_quality,state,qc,consent,winner_qc_list,score,qc_results,production_time,transport_time,inspection_time,network_time,in_winner_counter,in_qc_counter,score_error,qc_score,qc_capability
1.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
2.0,wp_1,1.0,wc_1,"{'Pass': 1, 'Fail': 99}",['Fail'],,,,,,74.0,,,,,,,,
77.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
77.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
78.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.4)]",0.4,['Fail'],,,20.0,0.002135,0.0,0.0,-0.4,0.4,0.4
99.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
100.0,wp_1,1.0,,,,wc_2,0.0,"[('wc_2', 0.98), ('wc_1', 0.4)]",0.988,['Fail'],,,29.0,0.007991999999999999,0.0,0.0,-0.98,0.98,1.0
130.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
131.0,wp_1,1.0,,,,wc_3,1.0,"[('wc_3', 0.29), ('wc_1', 0.4), ('wc_2', 0.98)]",0.99148,['Fail'],,,38.0,0.05642499999999999,1.0,1.0,0.71,0.29,0.2
98.0,wp_2,1.0,wc_1,"{'Pass': 99, 'Fail': 1}",['Pass'],,,,,,71.0,,,,,,,,
170.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
170.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
171.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.4)]",0.4,['Pass'],,,22.0,0.002077,1.0,1.0,0.6,0.4,0.4
194.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
195.0,wp_2,1.0,,,,wc_2,0.0,"[('wc_2', 0.98), ('wc_1', 0.4)]",0.988,['Pass'],,,21.0,0.010398,1.0,1.0,0.020000000000000018,0.98,1.0
217.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
218.0,wp_2,1.0,,,,wc_3,1.0,"[('wc_3', 0.29), ('wc_1', 0.4), ('wc_2', 0.98)]",0.99148,['Pass'],,,20.0,0.057004,2.0,2.0,0.71,0.29,0.2
240.0,wp_2,2.0,,,,,,,,,,101.0,,,,,,,
193.0,wp_3,1.0,wc_1,"{'Pass': 61, 'Fail': 39}",['Pass'],,,,,,77.0,,,,,,,,
271.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
271.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
272.0,wp_3,1.0,,,,wc_1,0.0,"[('wc_1', 0.4)]",0.4,['Pass'],,,39.0,0.002373,2.0,2.0,0.6,0.4,0.4
312.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
313.0,wp_3,1.0,,,,wc_2,0.0,"[('wc_2', 0.98), ('wc_1', 0.4)]",0.988,['Pass'],,,35.0,0.005001,2.0,2.0,0.020000000000000018,0.98,1.0
349.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
350.0,wp_3,1.0,,,,wc_3,0.0,"[('wc_1', 0.4), ('wc_2', 0.98)]",0.988,['Pass'],,,24.0,0.006399,2.0,2.0,0.71,0.29,0.2
375.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
311.0,wp_4,1.0,wc_1,"{'Pass': 27, 'Fail': 73}",['Fail'],,,,,,71.0,,,,,,,,
383.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
383.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
376.0,wp_3,1.0,,,,wc_4,1.0,"[('wc_4', 0.45), ('wc_1', 0.4), ('wc_2', 0.98)]",0.9934,['Pass'],,,24.0,0.041355,1.0,3.0,-0.1166666666666667,0.45,0.1
402.0,wp_3,4.0,,,,,,,,,,0.0,,,,,,,
349.0,wp_2,2.0,wc_2,"{'Pass': 99, 'Fail': 1}",['Pass'],,,,,,62.0,,,,,,,,
412.0,wp_2,2.0,,,,,,,,,,0.0,,,,,,,
384.0,wp_4,1.0,,,,wc_1,0.0,"[('wc_1', 0.4)]",0.4,['Pass'],,,37.0,0.003917,3.0,3.0,0.6,0.4,0.4
422.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
