time_step,workpiece_id,step_idx,production_workcell,actual_quality,state,qc,consent,winner_qc_list,score,qc_results,production_time,transport_time,inspection_time,network_time,in_winner_counter,in_qc_counter,score_error,qc_score,qc_capability
1.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
2.0,wp_1,1.0,wc_1,"{'Pass': 10, 'Fail': 90}",['Fail'],,,,,,79.0,,,,,,,,
82.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
82.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
83.0,wp_1,1.0,,,,wc_1,0.0,"[('wc_1', 0.79)]",0.79,['Fail'],,,25.0,0.002331,0.0,0.0,-0.79,0.79,0.7
109.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
110.0,wp_1,1.0,,,,wc_2,0.0,"[('wc_2', 0.43), ('wc_1', 0.79)]",0.8803,['Fail'],,,38.0,0.004987999999999999,0.0,0.0,-0.43,0.43,0.3
149.0,wp_1,1.0,,,,,,,,,,0.0,,,,,,,
108.0,wp_2,1.0,wc_1,"{'Pass': 64, 'Fail': 36}",['Pass'],,,,,,57.0,,,,,,,,
166.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
166.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
150.0,wp_1,1.0,,,,wc_3,1.0,"[('wc_3', 0.29), ('wc_1', 0.79), ('wc_2', 0.43)]",0.9150130000000001,['Fail'],,,33.0,0.039335,1.0,1.0,0.71,0.29,0.2
167.0,wp_2,1.0,,,,wc_1,0.0,"[('wc_1', 0.79)]",0.79,['Fail'],,,21.0,0.002613,1.0,1.0,0.20999999999999996,0.79,0.7
189.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
190.0,wp_2,1.0,,,,wc_2,0.0,"[('wc_2', 0.43), ('wc_1', 0.79)]",0.8803,['Fail'],,,20.0,0.004231,1.0,1.0,0.5700000000000001,0.43,0.3
211.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
212.0,wp_2,1.0,,,,wc_3,0.0,"[('wc_1', 0.79), ('wc_2', 0.43)]",0.8803,['Fail'],,,24.0,0.010779,1.0,1.0,0.71,0.29,0.2
237.0,wp_2,1.0,,,,,,,,,,0.0,,,,,,,
188.0,wp_3,1.0,wc_1,"{'Pass': 23, 'Fail': 77}",['Fail'],,,,,,68.0,,,,,,,,
257.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
257.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
238.0,wp_2,1.0,,,,wc_4,1.0,"[('wc_4', 0.62), ('wc_1', 0.79), ('wc_2', 0.43)]",0.954514,['Fail'],,,33.0,0.043269999999999996,1.0,2.0,-0.12,0.62,0.5
273.0,wp_2,3.0,,,,,,,,,,103.0,,,,,,,
258.0,wp_3,1.0,,,,wc_1,0.0,"[('wc_1', 0.79)]",0.79,['Fail'],,,31.0,0.002287,2.0,2.0,0.20999999999999996,0.79,0.7
290.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
291.0,wp_3,1.0,,,,wc_2,0.0,"[('wc_1', 0.79)]",0.79,['Fail'],,,25.0,0.004145,2.0,2.0,0.5700000000000001,0.43,0.3
317.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
318.0,wp_3,1.0,,,,wc_3,0.0,"[('wc_1', 0.79)]",0.79,['Fail'],,,21.0,0.005436,1.0,2.0,0.21000000000000002,0.29,0.2
340.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
289.0,wp_4,1.0,wc_1,"{'Pass': 65, 'Fail': 35}",['Pass'],,,,,,71.0,,,,,,,,
361.0,wp_4,1.0,,,,,,,,,,0.0,,,,,,,
361.0,wp_5,1.0,,,,,,,,,,0.0,,,,,,,
341.0,wp_3,1.0,,,,wc_4,0.0,"[('wc_4', 0.62), ('wc_2', 0.43), ('wc_3', 0.29)]",0.846214,['Pass'],,,22.0,0.015562000000000001,1.0,2.0,-0.12,0.62,0.5
364.0,wp_3,1.0,,,,,,,,,,0.0,,,,,,,
