production_index,step_idx,production_workcell,qc,consent,winner_qc_list,score,production_time,transport_time,inspection_time,network_time,qc_results,actual_quality,qc_score,score_error,in_winner_counter,in_qc_counter,qc_capability
0.0,1.0,wc_1,,0.0,,,53.0,,,,,Pass,,,,,
0.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
0.0,1.0,wc_1,wc_1,0.0,"[('wc_1', 0.1)]",0.09999999999999998,,,33.0,0.002401,['Fail'],Pass,0.1,-0.1,0.0,0.0,0.1
0.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
0.0,1.0,wc_1,wc_2,0.0,"[('wc_2', 1.0)]",1.0,,,20.0,0.005048,['Pass'],Pass,1.0,-1.0,0.0,0.0,1.0
0.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
0.0,1.0,wc_1,wc_3,0.0,"[('wc_3', 0.2), ('wc_2', 1.0)]",1.0,,,22.0,0.007266,['Pass'],Pass,0.2,-0.2,0.0,0.0,0.2
0.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
0.0,1.0,wc_1,wc_4,0.0,"[('wc_4', 0.5), ('wc_2', 1.0), ('wc_3', 0.2)]",1.0,,,38.0,0.007818,['Pass'],Pass,0.5,-0.5,0.0,0.0,0.5
0.0,1.0,wc_1,,0.0,,,,0.0,,,,Pass,,,,,
0.0,1.0,wc_1,wc_5,1.0,"[('wc_5', 0.3), ('wc_2', 1.0), ('wc_3', 0.2), ('wc_4', 0.5)]",1.0,,,31.0,0.041402,['Pass'],Pass,0.3,0.7,1.0,1.0,0.3
2.0,4.0,wc_4,,0.0,,,,103.0,,,,Fail,,,,,
2.0,4.0,wc_4,,0.0,,,79.0,,,,,Fail,,,,,
2.0,4.0,wc_4,,0.0,,,,0.0,,,,Fail,,,,,
2.0,4.0,wc_4,wc_4,0.0,"[('wc_4', 0.5)]",0.5,,,33.0,0.002502,['Fail'],Fail,0.5,0.5,1.0,1.0,0.5
2.0,4.0,wc_4,,0.0,,,,0.0,,,,Fail,,,,,
2.0,4.0,wc_4,wc_5,0.0,"[('wc_4', 0.5)]",0.5,,,28.0,0.004256,['Fail'],Fail,0.3,0.7,1.0,1.0,0.3
2.0,4.0,wc_4,,0.0,,,,41.0,,,,Fail,,,,,
2.0,4.0,wc_4,wc_1,0.0,"[('wc_4', 0.5)]",0.5,,,29.0,0.006542,['Fail'],Fail,0.1,-0.1,0.0,1.0,0.1
2.0,4.0,wc_4,,0.0,,,,0.0,,,,Fail,,,,,
